lot_id,wafer_id,operation_no,measurement_stage,metric_name,measured_value,unit,spec_low,spec_high,pass_fail,metrology_tool,measured_at
LOT_A_051,LOT_A_051_W08,5100,POST_CMP,mean_thickness,800.443,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:32:00+00:00
LOT_A_051,LOT_A_051_W09,5100,PRE_CMP,mean_thickness,1001.659,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:03:00+00:00
LOT_A_051,LOT_A_051_W09,5100,POST_CMP,mean_thickness,801.599,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:33:00+00:00
LOT_A_051,LOT_A_051_W10,5100,PRE_CMP,mean_thickness,999.484,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:04:00+00:00
LOT_A_051,LOT_A_051_W10,5100,POST_CMP,mean_thickness,800.328,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:34:00+00:00
LOT_A_051,LOT_A_051_W11,5100,PRE_CMP,mean_thickness,999.486,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:05:00+00:00
LOT_A_051,LOT_A_051_W11,5100,POST_CMP,mean_thickness,798.603,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:35:00+00:00
LOT_A_051,LOT_A_051_W12,5100,PRE_CMP,mean_thickness,1001.280,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:06:00+00:00
LOT_A_051,LOT_A_051_W12,5100,POST_CMP,mean_thickness,800.383,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:36:00+00:00
LOT_A_051,LOT_A_051_W13,5100,PRE_CMP,mean_thickness,1000.347,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:07:00+00:00
LOT_A_051,LOT_A_051_W13,5100,POST_CMP,mean_thickness,800.862,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:37:00+00:00
LOT_A_051,LOT_A_051_W14,5100,PRE_CMP,mean_thickness,999.317,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:08:00+00:00
LOT_A_051,LOT_A_051_W14,5100,POST_CMP,mean_thickness,799.841,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:38:00+00:00
LOT_A_051,LOT_A_051_W15,5100,PRE_CMP,mean_thickness,1000.143,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:09:00+00:00
LOT_A_051,LOT_A_051_W15,5100,POST_CMP,mean_thickness,798.828,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:39:00+00:00
LOT_A_051,LOT_A_051_W16,5100,PRE_CMP,mean_thickness,1001.345,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:10:00+00:00
LOT_A_051,LOT_A_051_W16,5100,POST_CMP,mean_thickness,800.361,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:40:00+00:00
LOT_A_051,LOT_A_051_W17,5100,PRE_CMP,mean_thickness,998.184,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:11:00+00:00
LOT_A_051,LOT_A_051_W17,5100,POST_CMP,mean_thickness,799.734,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:41:00+00:00
LOT_A_051,LOT_A_051_W18,5100,PRE_CMP,mean_thickness,1001.654,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:12:00+00:00
LOT_A_051,LOT_A_051_W18,5100,POST_CMP,mean_thickness,801.854,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:42:00+00:00
LOT_A_051,LOT_A_051_W19,5100,PRE_CMP,mean_thickness,1000.258,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:13:00+00:00
LOT_A_051,LOT_A_051_W19,5100,POST_CMP,mean_thickness,801.288,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:43:00+00:00
LOT_A_051,LOT_A_051_W20,5100,PRE_CMP,mean_thickness,998.744,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:14:00+00:00
LOT_A_051,LOT_A_051_W20,5100,POST_CMP,mean_thickness,801.040,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:44:00+00:00
LOT_A_051,LOT_A_051_W21,5100,PRE_CMP,mean_thickness,1000.402,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:15:00+00:00
LOT_A_051,LOT_A_051_W21,5100,POST_CMP,mean_thickness,800.532,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:45:00+00:00
LOT_A_051,LOT_A_051_W22,5100,PRE_CMP,mean_thickness,1000.229,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:16:00+00:00
LOT_A_051,LOT_A_051_W22,5100,POST_CMP,mean_thickness,801.386,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:46:00+00:00
LOT_A_051,LOT_A_051_W23,5100,PRE_CMP,mean_thickness,1000.589,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:17:00+00:00
LOT_A_051,LOT_A_051_W23,5100,POST_CMP,mean_thickness,801.764,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:47:00+00:00
LOT_A_051,LOT_A_051_W24,5100,PRE_CMP,mean_thickness,999.026,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:18:00+00:00
LOT_A_051,LOT_A_051_W24,5100,POST_CMP,mean_thickness,798.201,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:48:00+00:00
LOT_A_051,LOT_A_051_W25,5100,PRE_CMP,mean_thickness,999.146,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T03:19:00+00:00
LOT_A_051,LOT_A_051_W25,5100,POST_CMP,mean_thickness,798.992,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T03:49:00+00:00
LOT_A_052,LOT_A_052_W01,5100,PRE_CMP,mean_thickness,1000.518,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T08:55:00+00:00
LOT_A_052,LOT_A_052_W01,5100,POST_CMP,mean_thickness,798.090,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:25:00+00:00
LOT_A_052,LOT_A_052_W02,5100,PRE_CMP,mean_thickness,998.224,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T08:56:00+00:00
LOT_A_052,LOT_A_052_W02,5100,POST_CMP,mean_thickness,801.560,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:26:00+00:00
LOT_A_052,LOT_A_052_W03,5100,PRE_CMP,mean_thickness,999.886,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T08:57:00+00:00
LOT_A_052,LOT_A_052_W03,5100,POST_CMP,mean_thickness,800.783,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:27:00+00:00
LOT_A_052,LOT_A_052_W04,5100,PRE_CMP,mean_thickness,998.248,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T08:58:00+00:00
LOT_A_052,LOT_A_052_W04,5100,POST_CMP,mean_thickness,798.069,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:28:00+00:00
LOT_A_052,LOT_A_052_W05,5100,PRE_CMP,mean_thickness,998.742,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T08:59:00+00:00
LOT_A_052,LOT_A_052_W05,5100,POST_CMP,mean_thickness,799.992,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:29:00+00:00
LOT_A_052,LOT_A_052_W06,5100,PRE_CMP,mean_thickness,998.750,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:00:00+00:00
LOT_A_052,LOT_A_052_W06,5100,POST_CMP,mean_thickness,798.327,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:30:00+00:00
LOT_A_052,LOT_A_052_W07,5100,PRE_CMP,mean_thickness,999.260,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:01:00+00:00
LOT_A_052,LOT_A_052_W07,5100,POST_CMP,mean_thickness,798.133,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:31:00+00:00
LOT_A_052,LOT_A_052_W08,5100,PRE_CMP,mean_thickness,998.670,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:02:00+00:00
LOT_A_052,LOT_A_052_W08,5100,POST_CMP,mean_thickness,801.301,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:32:00+00:00
LOT_A_052,LOT_A_052_W09,5100,PRE_CMP,mean_thickness,1001.365,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:03:00+00:00
LOT_A_052,LOT_A_052_W09,5100,POST_CMP,mean_thickness,800.565,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:33:00+00:00
LOT_A_052,LOT_A_052_W10,5100,PRE_CMP,mean_thickness,1001.512,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:04:00+00:00
LOT_A_052,LOT_A_052_W10,5100,POST_CMP,mean_thickness,801.902,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:34:00+00:00
LOT_A_052,LOT_A_052_W11,5100,PRE_CMP,mean_thickness,1000.119,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:05:00+00:00
LOT_A_052,LOT_A_052_W11,5100,POST_CMP,mean_thickness,800.711,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:35:00+00:00
LOT_A_052,LOT_A_052_W12,5100,PRE_CMP,mean_thickness,999.089,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:06:00+00:00
LOT_A_052,LOT_A_052_W12,5100,POST_CMP,mean_thickness,798.608,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:36:00+00:00
LOT_A_052,LOT_A_052_W13,5100,PRE_CMP,mean_thickness,998.319,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:07:00+00:00
LOT_A_052,LOT_A_052_W13,5100,POST_CMP,mean_thickness,798.006,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:37:00+00:00
LOT_A_052,LOT_A_052_W14,5100,PRE_CMP,mean_thickness,1000.811,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:08:00+00:00
LOT_A_052,LOT_A_052_W14,5100,POST_CMP,mean_thickness,801.371,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:38:00+00:00
LOT_A_052,LOT_A_052_W15,5100,PRE_CMP,mean_thickness,999.003,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:09:00+00:00
LOT_A_052,LOT_A_052_W15,5100,POST_CMP,mean_thickness,801.407,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:39:00+00:00
LOT_A_052,LOT_A_052_W16,5100,PRE_CMP,mean_thickness,999.655,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:10:00+00:00
LOT_A_052,LOT_A_052_W16,5100,POST_CMP,mean_thickness,801.363,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:40:00+00:00
LOT_A_052,LOT_A_052_W17,5100,PRE_CMP,mean_thickness,998.493,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:11:00+00:00
LOT_A_052,LOT_A_052_W17,5100,POST_CMP,mean_thickness,799.940,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:41:00+00:00
LOT_A_052,LOT_A_052_W18,5100,PRE_CMP,mean_thickness,1000.155,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:12:00+00:00
LOT_A_052,LOT_A_052_W18,5100,POST_CMP,mean_thickness,800.449,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:42:00+00:00
LOT_A_052,LOT_A_052_W19,5100,PRE_CMP,mean_thickness,999.010,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:13:00+00:00
LOT_A_052,LOT_A_052_W19,5100,POST_CMP,mean_thickness,801.234,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:43:00+00:00
LOT_A_052,LOT_A_052_W20,5100,PRE_CMP,mean_thickness,999.079,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:14:00+00:00
LOT_A_052,LOT_A_052_W20,5100,POST_CMP,mean_thickness,801.541,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:44:00+00:00
LOT_A_052,LOT_A_052_W21,5100,PRE_CMP,mean_thickness,1000.329,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:15:00+00:00
LOT_A_052,LOT_A_052_W21,5100,POST_CMP,mean_thickness,800.832,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:45:00+00:00
LOT_A_052,LOT_A_052_W22,5100,PRE_CMP,mean_thickness,998.087,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:16:00+00:00
LOT_A_052,LOT_A_052_W22,5100,POST_CMP,mean_thickness,801.371,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:46:00+00:00
LOT_A_052,LOT_A_052_W23,5100,PRE_CMP,mean_thickness,999.632,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:17:00+00:00
LOT_A_052,LOT_A_052_W23,5100,POST_CMP,mean_thickness,798.364,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:47:00+00:00
LOT_A_052,LOT_A_052_W24,5100,PRE_CMP,mean_thickness,999.644,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:18:00+00:00
LOT_A_052,LOT_A_052_W24,5100,POST_CMP,mean_thickness,800.990,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:48:00+00:00
LOT_A_052,LOT_A_052_W25,5100,PRE_CMP,mean_thickness,1000.311,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T09:19:00+00:00
LOT_A_052,LOT_A_052_W25,5100,POST_CMP,mean_thickness,801.213,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T09:49:00+00:00
LOT_A_053,LOT_A_053_W01,5100,PRE_CMP,mean_thickness,1000.543,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T14:55:00+00:00
LOT_A_053,LOT_A_053_W01,5100,POST_CMP,mean_thickness,799.095,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:25:00+00:00
LOT_A_053,LOT_A_053_W02,5100,PRE_CMP,mean_thickness,998.903,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T14:56:00+00:00
LOT_A_053,LOT_A_053_W02,5100,POST_CMP,mean_thickness,800.497,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:26:00+00:00
LOT_A_053,LOT_A_053_W03,5100,PRE_CMP,mean_thickness,1000.579,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T14:57:00+00:00
LOT_A_053,LOT_A_053_W03,5100,POST_CMP,mean_thickness,799.147,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:27:00+00:00
LOT_A_053,LOT_A_053_W04,5100,PRE_CMP,mean_thickness,999.608,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T14:58:00+00:00
LOT_A_053,LOT_A_053_W04,5100,POST_CMP,mean_thickness,799.289,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:28:00+00:00
LOT_A_053,LOT_A_053_W05,5100,PRE_CMP,mean_thickness,1001.989,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T14:59:00+00:00
LOT_A_053,LOT_A_053_W05,5100,POST_CMP,mean_thickness,799.695,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:29:00+00:00
LOT_A_053,LOT_A_053_W06,5100,PRE_CMP,mean_thickness,998.426,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:00:00+00:00
LOT_A_053,LOT_A_053_W06,5100,POST_CMP,mean_thickness,801.878,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:30:00+00:00
LOT_A_053,LOT_A_053_W07,5100,PRE_CMP,mean_thickness,1001.443,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:01:00+00:00
LOT_A_053,LOT_A_053_W07,5100,POST_CMP,mean_thickness,801.482,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:31:00+00:00
LOT_A_053,LOT_A_053_W08,5100,PRE_CMP,mean_thickness,1000.616,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:02:00+00:00
LOT_A_053,LOT_A_053_W08,5100,POST_CMP,mean_thickness,798.583,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:32:00+00:00
LOT_A_053,LOT_A_053_W09,5100,PRE_CMP,mean_thickness,999.848,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:03:00+00:00
LOT_A_053,LOT_A_053_W09,5100,POST_CMP,mean_thickness,801.118,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:33:00+00:00
LOT_A_053,LOT_A_053_W10,5100,PRE_CMP,mean_thickness,999.282,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:04:00+00:00
LOT_A_053,LOT_A_053_W10,5100,POST_CMP,mean_thickness,799.128,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:34:00+00:00
LOT_A_053,LOT_A_053_W11,5100,PRE_CMP,mean_thickness,998.971,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:05:00+00:00
LOT_A_053,LOT_A_053_W11,5100,POST_CMP,mean_thickness,800.499,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:35:00+00:00
LOT_A_053,LOT_A_053_W12,5100,PRE_CMP,mean_thickness,998.782,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:06:00+00:00
LOT_A_053,LOT_A_053_W12,5100,POST_CMP,mean_thickness,799.928,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:36:00+00:00
LOT_A_053,LOT_A_053_W13,5100,PRE_CMP,mean_thickness,999.364,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:07:00+00:00
LOT_A_053,LOT_A_053_W13,5100,POST_CMP,mean_thickness,799.692,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:37:00+00:00
LOT_A_053,LOT_A_053_W14,5100,PRE_CMP,mean_thickness,998.810,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:08:00+00:00
LOT_A_053,LOT_A_053_W14,5100,POST_CMP,mean_thickness,800.121,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:38:00+00:00
LOT_A_053,LOT_A_053_W15,5100,PRE_CMP,mean_thickness,1000.650,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:09:00+00:00
LOT_A_053,LOT_A_053_W15,5100,POST_CMP,mean_thickness,799.688,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:39:00+00:00
LOT_A_053,LOT_A_053_W16,5100,PRE_CMP,mean_thickness,1000.979,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:10:00+00:00
LOT_A_053,LOT_A_053_W16,5100,POST_CMP,mean_thickness,801.350,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:40:00+00:00
LOT_A_053,LOT_A_053_W17,5100,PRE_CMP,mean_thickness,1001.655,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:11:00+00:00
LOT_A_053,LOT_A_053_W17,5100,POST_CMP,mean_thickness,798.288,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:41:00+00:00
LOT_A_053,LOT_A_053_W18,5100,PRE_CMP,mean_thickness,1001.803,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:12:00+00:00
LOT_A_053,LOT_A_053_W18,5100,POST_CMP,mean_thickness,801.021,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:42:00+00:00
LOT_A_053,LOT_A_053_W19,5100,PRE_CMP,mean_thickness,999.655,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:13:00+00:00
LOT_A_053,LOT_A_053_W19,5100,POST_CMP,mean_thickness,801.430,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:43:00+00:00
LOT_A_053,LOT_A_053_W20,5100,PRE_CMP,mean_thickness,999.028,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:14:00+00:00
LOT_A_053,LOT_A_053_W20,5100,POST_CMP,mean_thickness,800.285,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:44:00+00:00
LOT_A_053,LOT_A_053_W21,5100,PRE_CMP,mean_thickness,1000.504,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:15:00+00:00
LOT_A_053,LOT_A_053_W21,5100,POST_CMP,mean_thickness,801.635,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:45:00+00:00
LOT_A_053,LOT_A_053_W22,5100,PRE_CMP,mean_thickness,1001.800,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:16:00+00:00
LOT_A_053,LOT_A_053_W22,5100,POST_CMP,mean_thickness,799.608,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:46:00+00:00
LOT_A_053,LOT_A_053_W23,5100,PRE_CMP,mean_thickness,1000.170,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:17:00+00:00
LOT_A_053,LOT_A_053_W23,5100,POST_CMP,mean_thickness,800.450,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:47:00+00:00
LOT_A_053,LOT_A_053_W24,5100,PRE_CMP,mean_thickness,998.336,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:18:00+00:00
LOT_A_053,LOT_A_053_W24,5100,POST_CMP,mean_thickness,800.102,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:48:00+00:00
LOT_A_053,LOT_A_053_W25,5100,PRE_CMP,mean_thickness,998.858,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T15:19:00+00:00
LOT_A_053,LOT_A_053_W25,5100,POST_CMP,mean_thickness,800.505,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T15:49:00+00:00
LOT_A_054,LOT_A_054_W01,5100,PRE_CMP,mean_thickness,999.821,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T20:55:00+00:00
LOT_A_054,LOT_A_054_W01,5100,POST_CMP,mean_thickness,799.409,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T21:25:00+00:00
LOT_A_054,LOT_A_054_W02,5100,PRE_CMP,mean_thickness,1001.624,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T20:56:00+00:00
LOT_A_054,LOT_A_054_W02,5100,POST_CMP,mean_thickness,801.415,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T21:26:00+00:00
LOT_A_054,LOT_A_054_W03,5100,PRE_CMP,mean_thickness,1001.630,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T20:57:00+00:00
LOT_A_054,LOT_A_054_W03,5100,POST_CMP,mean_thickness,799.099,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T21:27:00+00:00
LOT_A_054,LOT_A_054_W04,5100,PRE_CMP,mean_thickness,998.332,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T20:58:00+00:00
LOT_A_054,LOT_A_054_W04,5100,POST_CMP,mean_thickness,800.838,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T21:28:00+00:00
LOT_A_054,LOT_A_054_W05,5100,PRE_CMP,mean_thickness,999.436,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T20:59:00+00:00
LOT_A_054,LOT_A_054_W05,5100,POST_CMP,mean_thickness,798.371,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T21:29:00+00:00
LOT_A_054,LOT_A_054_W06,5100,PRE_CMP,mean_thickness,999.815,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T21:00:00+00:00
LOT_A_054,LOT_A_054_W06,5100,POST_CMP,mean_thickness,799.142,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T21:30:00+00:00
LOT_A_054,LOT_A_054_W07,5100,PRE_CMP,mean_thickness,998.841,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T21:01:00+00:00
LOT_A_054,LOT_A_054_W07,5100,POST_CMP,mean_thickness,799.227,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T21:31:00+00:00
LOT_A_054,LOT_A_054_W08,5100,PRE_CMP,mean_thickness,998.846,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T21:02:00+00:00
LOT_A_054,LOT_A_054_W08,5100,POST_CMP,mean_thickness,798.330,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T21:32:00+00:00
LOT_A_054,LOT_A_054_W09,5100,PRE_CMP,mean_thickness,999.700,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T21:03:00+00:00
LOT_A_054,LOT_A_054_W09,5100,POST_CMP,mean_thickness,801.057,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T21:33:00+00:00
LOT_A_054,LOT_A_054_W10,5100,PRE_CMP,mean_thickness,999.706,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T21:04:00+00:00
LOT_A_054,LOT_A_054_W10,5100,POST_CMP,mean_thickness,800.423,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T21:34:00+00:00
LOT_A_054,LOT_A_054_W11,5100,PRE_CMP,mean_thickness,1000.118,nm,950.0,1050.0,true,METRO_THK_01,2026-07-14T21:05:00+00:00
LOT_A_054,LOT_A_054_W11,5100,POST_CMP,mean_thickness,799.381,nm,780.0,820.0,true,METRO_THK_01,2026-07-14T21:35:00+00:00
