lot_id,wafer_id,test_item,parameter_name,measured_value,spec_low,spec_high,pass_fail,fail_mode,tested_at
LOT_A_002,LOT_A_002_W01,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:20:00+00:00
LOT_A_002,LOT_A_002_W02,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:21:00+00:00
LOT_A_002,LOT_A_002_W03,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:22:00+00:00
LOT_A_002,LOT_A_002_W04,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:23:00+00:00
LOT_A_002,LOT_A_002_W05,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:24:00+00:00
LOT_A_002,LOT_A_002_W06,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:25:00+00:00
LOT_A_002,LOT_A_002_W07,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:26:00+00:00
LOT_A_002,LOT_A_002_W08,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:27:00+00:00
LOT_A_002,LOT_A_002_W09,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:28:00+00:00
LOT_A_002,LOT_A_002_W10,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:29:00+00:00
LOT_A_002,LOT_A_002_W11,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:30:00+00:00
LOT_A_002,LOT_A_002_W12,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:31:00+00:00
LOT_A_002,LOT_A_002_W13,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:32:00+00:00
LOT_A_002,LOT_A_002_W14,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:33:00+00:00
LOT_A_002,LOT_A_002_W15,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:34:00+00:00
LOT_A_002,LOT_A_002_W16,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:35:00+00:00
LOT_A_002,LOT_A_002_W17,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:36:00+00:00
LOT_A_002,LOT_A_002_W18,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:37:00+00:00
LOT_A_002,LOT_A_002_W19,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:38:00+00:00
LOT_A_002,LOT_A_002_W20,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:39:00+00:00
LOT_A_002,LOT_A_002_W21,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:40:00+00:00
LOT_A_002,LOT_A_002_W22,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:41:00+00:00
LOT_A_002,LOT_A_002_W23,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:42:00+00:00
LOT_A_002,LOT_A_002_W24,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:43:00+00:00
LOT_A_002,LOT_A_002_W25,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T03:44:00+00:00
LOT_A_003,LOT_A_003_W01,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:20:00+00:00
LOT_A_003,LOT_A_003_W02,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:21:00+00:00
LOT_A_003,LOT_A_003_W03,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:22:00+00:00
LOT_A_003,LOT_A_003_W04,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:23:00+00:00
LOT_A_003,LOT_A_003_W05,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:24:00+00:00
LOT_A_003,LOT_A_003_W06,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:25:00+00:00
LOT_A_003,LOT_A_003_W07,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:26:00+00:00
LOT_A_003,LOT_A_003_W08,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:27:00+00:00
LOT_A_003,LOT_A_003_W09,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:28:00+00:00
LOT_A_003,LOT_A_003_W10,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:29:00+00:00
LOT_A_003,LOT_A_003_W11,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:30:00+00:00
LOT_A_003,LOT_A_003_W12,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:31:00+00:00
LOT_A_003,LOT_A_003_W13,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:32:00+00:00
LOT_A_003,LOT_A_003_W14,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:33:00+00:00
LOT_A_003,LOT_A_003_W15,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:34:00+00:00
LOT_A_003,LOT_A_003_W16,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:35:00+00:00
LOT_A_003,LOT_A_003_W17,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:36:00+00:00
LOT_A_003,LOT_A_003_W18,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:37:00+00:00
LOT_A_003,LOT_A_003_W19,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:38:00+00:00
LOT_A_003,LOT_A_003_W20,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:39:00+00:00
LOT_A_003,LOT_A_003_W21,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:40:00+00:00
LOT_A_003,LOT_A_003_W22,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:41:00+00:00
LOT_A_003,LOT_A_003_W23,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:42:00+00:00
LOT_A_003,LOT_A_003_W24,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:43:00+00:00
LOT_A_003,LOT_A_003_W25,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T09:44:00+00:00
LOT_A_004,LOT_A_004_W01,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:20:00+00:00
LOT_A_004,LOT_A_004_W02,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:21:00+00:00
LOT_A_004,LOT_A_004_W03,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:22:00+00:00
LOT_A_004,LOT_A_004_W04,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:23:00+00:00
LOT_A_004,LOT_A_004_W05,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:24:00+00:00
LOT_A_004,LOT_A_004_W06,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:25:00+00:00
LOT_A_004,LOT_A_004_W07,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:26:00+00:00
LOT_A_004,LOT_A_004_W08,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:27:00+00:00
LOT_A_004,LOT_A_004_W09,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:28:00+00:00
LOT_A_004,LOT_A_004_W10,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:29:00+00:00
LOT_A_004,LOT_A_004_W11,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:30:00+00:00
LOT_A_004,LOT_A_004_W12,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:31:00+00:00
LOT_A_004,LOT_A_004_W13,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:32:00+00:00
LOT_A_004,LOT_A_004_W14,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:33:00+00:00
LOT_A_004,LOT_A_004_W15,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:34:00+00:00
LOT_A_004,LOT_A_004_W16,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:35:00+00:00
LOT_A_004,LOT_A_004_W17,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:36:00+00:00
LOT_A_004,LOT_A_004_W18,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:37:00+00:00
LOT_A_004,LOT_A_004_W19,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:38:00+00:00
LOT_A_004,LOT_A_004_W20,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:39:00+00:00
LOT_A_004,LOT_A_004_W21,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:40:00+00:00
LOT_A_004,LOT_A_004_W22,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:41:00+00:00
LOT_A_004,LOT_A_004_W23,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:42:00+00:00
LOT_A_004,LOT_A_004_W24,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:43:00+00:00
LOT_A_004,LOT_A_004_W25,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T15:44:00+00:00
LOT_A_005,LOT_A_005_W01,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:20:00+00:00
LOT_A_005,LOT_A_005_W02,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:21:00+00:00
LOT_A_005,LOT_A_005_W03,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:22:00+00:00
LOT_A_005,LOT_A_005_W04,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:23:00+00:00
LOT_A_005,LOT_A_005_W05,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:24:00+00:00
LOT_A_005,LOT_A_005_W06,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:25:00+00:00
LOT_A_005,LOT_A_005_W07,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:26:00+00:00
LOT_A_005,LOT_A_005_W08,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:27:00+00:00
LOT_A_005,LOT_A_005_W09,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:28:00+00:00
LOT_A_005,LOT_A_005_W10,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:29:00+00:00
LOT_A_005,LOT_A_005_W11,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:30:00+00:00
LOT_A_005,LOT_A_005_W12,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:31:00+00:00
LOT_A_005,LOT_A_005_W13,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:32:00+00:00
LOT_A_005,LOT_A_005_W14,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:33:00+00:00
LOT_A_005,LOT_A_005_W15,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:34:00+00:00
LOT_A_005,LOT_A_005_W16,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:35:00+00:00
LOT_A_005,LOT_A_005_W17,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:36:00+00:00
LOT_A_005,LOT_A_005_W18,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:37:00+00:00
LOT_A_005,LOT_A_005_W19,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:38:00+00:00
LOT_A_005,LOT_A_005_W20,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:39:00+00:00
LOT_A_005,LOT_A_005_W21,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:40:00+00:00
LOT_A_005,LOT_A_005_W22,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:41:00+00:00
LOT_A_005,LOT_A_005_W23,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:42:00+00:00
LOT_A_005,LOT_A_005_W24,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:43:00+00:00
LOT_A_005,LOT_A_005_W25,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-03T21:44:00+00:00
LOT_A_006,LOT_A_006_W01,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:20:00+00:00
LOT_A_006,LOT_A_006_W02,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:21:00+00:00
LOT_A_006,LOT_A_006_W03,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:22:00+00:00
LOT_A_006,LOT_A_006_W04,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:23:00+00:00
LOT_A_006,LOT_A_006_W05,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:24:00+00:00
LOT_A_006,LOT_A_006_W06,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:25:00+00:00
LOT_A_006,LOT_A_006_W07,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:26:00+00:00
LOT_A_006,LOT_A_006_W08,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:27:00+00:00
LOT_A_006,LOT_A_006_W09,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:28:00+00:00
LOT_A_006,LOT_A_006_W10,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:29:00+00:00
LOT_A_006,LOT_A_006_W11,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:30:00+00:00
LOT_A_006,LOT_A_006_W12,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:31:00+00:00
LOT_A_006,LOT_A_006_W13,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:32:00+00:00
LOT_A_006,LOT_A_006_W14,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:33:00+00:00
LOT_A_006,LOT_A_006_W15,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:34:00+00:00
LOT_A_006,LOT_A_006_W16,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:35:00+00:00
LOT_A_006,LOT_A_006_W17,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:36:00+00:00
LOT_A_006,LOT_A_006_W18,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:37:00+00:00
LOT_A_006,LOT_A_006_W19,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:38:00+00:00
LOT_A_006,LOT_A_006_W20,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:39:00+00:00
LOT_A_006,LOT_A_006_W21,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:40:00+00:00
LOT_A_006,LOT_A_006_W22,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:41:00+00:00
LOT_A_006,LOT_A_006_W23,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:42:00+00:00
LOT_A_006,LOT_A_006_W24,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:43:00+00:00
LOT_A_006,LOT_A_006_W25,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T03:44:00+00:00
LOT_A_007,LOT_A_007_W01,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:20:00+00:00
LOT_A_007,LOT_A_007_W02,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:21:00+00:00
LOT_A_007,LOT_A_007_W03,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:22:00+00:00
LOT_A_007,LOT_A_007_W04,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:23:00+00:00
LOT_A_007,LOT_A_007_W05,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:24:00+00:00
LOT_A_007,LOT_A_007_W06,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:25:00+00:00
LOT_A_007,LOT_A_007_W07,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:26:00+00:00
LOT_A_007,LOT_A_007_W08,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:27:00+00:00
LOT_A_007,LOT_A_007_W09,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:28:00+00:00
LOT_A_007,LOT_A_007_W10,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:29:00+00:00
LOT_A_007,LOT_A_007_W11,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:30:00+00:00
LOT_A_007,LOT_A_007_W12,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:31:00+00:00
LOT_A_007,LOT_A_007_W13,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:32:00+00:00
LOT_A_007,LOT_A_007_W14,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:33:00+00:00
LOT_A_007,LOT_A_007_W15,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:34:00+00:00
LOT_A_007,LOT_A_007_W16,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:35:00+00:00
LOT_A_007,LOT_A_007_W17,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:36:00+00:00
LOT_A_007,LOT_A_007_W18,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:37:00+00:00
LOT_A_007,LOT_A_007_W19,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:38:00+00:00
LOT_A_007,LOT_A_007_W20,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:39:00+00:00
LOT_A_007,LOT_A_007_W21,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:40:00+00:00
LOT_A_007,LOT_A_007_W22,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:41:00+00:00
LOT_A_007,LOT_A_007_W23,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:42:00+00:00
LOT_A_007,LOT_A_007_W24,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:43:00+00:00
LOT_A_007,LOT_A_007_W25,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T09:44:00+00:00
LOT_A_008,LOT_A_008_W01,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T15:20:00+00:00
LOT_A_008,LOT_A_008_W02,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T15:21:00+00:00
LOT_A_008,LOT_A_008_W03,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T15:22:00+00:00
LOT_A_008,LOT_A_008_W04,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T15:23:00+00:00
LOT_A_008,LOT_A_008_W05,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T15:24:00+00:00
LOT_A_008,LOT_A_008_W06,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T15:25:00+00:00
LOT_A_008,LOT_A_008_W07,WAT_LEAKAGE_SHORT,iddq_leakage,2.100,0.0,5.0,true,,2026-07-04T15:26:00+00:00
