wafer_id,lot_id,wafer_no,slot,status
LOT_A_002_W15,LOT_A_002,15,15,COMPLETE
LOT_A_002_W16,LOT_A_002,16,16,COMPLETE
LOT_A_002_W17,LOT_A_002,17,17,COMPLETE
LOT_A_002_W18,LOT_A_002,18,18,COMPLETE
LOT_A_002_W19,LOT_A_002,19,19,COMPLETE
LOT_A_002_W20,LOT_A_002,20,20,COMPLETE
LOT_A_002_W21,LOT_A_002,21,21,COMPLETE
LOT_A_002_W22,LOT_A_002,22,22,COMPLETE
LOT_A_002_W23,LOT_A_002,23,23,COMPLETE
LOT_A_002_W24,LOT_A_002,24,24,COMPLETE
LOT_A_002_W25,LOT_A_002,25,25,COMPLETE
LOT_A_003_W01,LOT_A_003,1,1,COMPLETE
LOT_A_003_W02,LOT_A_003,2,2,COMPLETE
LOT_A_003_W03,LOT_A_003,3,3,COMPLETE
LOT_A_003_W04,LOT_A_003,4,4,COMPLETE
LOT_A_003_W05,LOT_A_003,5,5,COMPLETE
LOT_A_003_W06,LOT_A_003,6,6,COMPLETE
LOT_A_003_W07,LOT_A_003,7,7,COMPLETE
LOT_A_003_W08,LOT_A_003,8,8,COMPLETE
LOT_A_003_W09,LOT_A_003,9,9,COMPLETE
LOT_A_003_W10,LOT_A_003,10,10,COMPLETE
LOT_A_003_W11,LOT_A_003,11,11,COMPLETE
LOT_A_003_W12,LOT_A_003,12,12,COMPLETE
LOT_A_003_W13,LOT_A_003,13,13,COMPLETE
LOT_A_003_W14,LOT_A_003,14,14,COMPLETE
LOT_A_003_W15,LOT_A_003,15,15,COMPLETE
LOT_A_003_W16,LOT_A_003,16,16,COMPLETE
LOT_A_003_W17,LOT_A_003,17,17,COMPLETE
LOT_A_003_W18,LOT_A_003,18,18,COMPLETE
LOT_A_003_W19,LOT_A_003,19,19,COMPLETE
LOT_A_003_W20,LOT_A_003,20,20,COMPLETE
LOT_A_003_W21,LOT_A_003,21,21,COMPLETE
LOT_A_003_W22,LOT_A_003,22,22,COMPLETE
LOT_A_003_W23,LOT_A_003,23,23,COMPLETE
LOT_A_003_W24,LOT_A_003,24,24,COMPLETE
LOT_A_003_W25,LOT_A_003,25,25,COMPLETE
LOT_A_004_W01,LOT_A_004,1,1,COMPLETE
LOT_A_004_W02,LOT_A_004,2,2,COMPLETE
LOT_A_004_W03,LOT_A_004,3,3,COMPLETE
LOT_A_004_W04,LOT_A_004,4,4,COMPLETE
LOT_A_004_W05,LOT_A_004,5,5,COMPLETE
LOT_A_004_W06,LOT_A_004,6,6,COMPLETE
LOT_A_004_W07,LOT_A_004,7,7,COMPLETE
LOT_A_004_W08,LOT_A_004,8,8,COMPLETE
LOT_A_004_W09,LOT_A_004,9,9,COMPLETE
LOT_A_004_W10,LOT_A_004,10,10,COMPLETE
LOT_A_004_W11,LOT_A_004,11,11,COMPLETE
LOT_A_004_W12,LOT_A_004,12,12,COMPLETE
LOT_A_004_W13,LOT_A_004,13,13,COMPLETE
LOT_A_004_W14,LOT_A_004,14,14,COMPLETE
LOT_A_004_W15,LOT_A_004,15,15,COMPLETE
LOT_A_004_W16,LOT_A_004,16,16,COMPLETE
LOT_A_004_W17,LOT_A_004,17,17,COMPLETE
LOT_A_004_W18,LOT_A_004,18,18,COMPLETE
LOT_A_004_W19,LOT_A_004,19,19,COMPLETE
LOT_A_004_W20,LOT_A_004,20,20,COMPLETE
LOT_A_004_W21,LOT_A_004,21,21,COMPLETE
LOT_A_004_W22,LOT_A_004,22,22,COMPLETE
LOT_A_004_W23,LOT_A_004,23,23,COMPLETE
LOT_A_004_W24,LOT_A_004,24,24,COMPLETE
LOT_A_004_W25,LOT_A_004,25,25,COMPLETE
LOT_A_005_W01,LOT_A_005,1,1,COMPLETE
LOT_A_005_W02,LOT_A_005,2,2,COMPLETE
LOT_A_005_W03,LOT_A_005,3,3,COMPLETE
LOT_A_005_W04,LOT_A_005,4,4,COMPLETE
LOT_A_005_W05,LOT_A_005,5,5,COMPLETE
LOT_A_005_W06,LOT_A_005,6,6,COMPLETE
LOT_A_005_W07,LOT_A_005,7,7,COMPLETE
LOT_A_005_W08,LOT_A_005,8,8,COMPLETE
LOT_A_005_W09,LOT_A_005,9,9,COMPLETE
LOT_A_005_W10,LOT_A_005,10,10,COMPLETE
LOT_A_005_W11,LOT_A_005,11,11,COMPLETE
LOT_A_005_W12,LOT_A_005,12,12,COMPLETE
LOT_A_005_W13,LOT_A_005,13,13,COMPLETE
LOT_A_005_W14,LOT_A_005,14,14,COMPLETE
LOT_A_005_W15,LOT_A_005,15,15,COMPLETE
LOT_A_005_W16,LOT_A_005,16,16,COMPLETE
LOT_A_005_W17,LOT_A_005,17,17,COMPLETE
LOT_A_005_W18,LOT_A_005,18,18,COMPLETE
LOT_A_005_W19,LOT_A_005,19,19,COMPLETE
LOT_A_005_W20,LOT_A_005,20,20,COMPLETE
LOT_A_005_W21,LOT_A_005,21,21,COMPLETE
LOT_A_005_W22,LOT_A_005,22,22,COMPLETE
LOT_A_005_W23,LOT_A_005,23,23,COMPLETE
LOT_A_005_W24,LOT_A_005,24,24,COMPLETE
LOT_A_005_W25,LOT_A_005,25,25,COMPLETE
LOT_A_006_W01,LOT_A_006,1,1,COMPLETE
LOT_A_006_W02,LOT_A_006,2,2,COMPLETE
LOT_A_006_W03,LOT_A_006,3,3,COMPLETE
LOT_A_006_W04,LOT_A_006,4,4,COMPLETE
LOT_A_006_W05,LOT_A_006,5,5,COMPLETE
LOT_A_006_W06,LOT_A_006,6,6,COMPLETE
LOT_A_006_W07,LOT_A_006,7,7,COMPLETE
LOT_A_006_W08,LOT_A_006,8,8,COMPLETE
LOT_A_006_W09,LOT_A_006,9,9,COMPLETE
LOT_A_006_W10,LOT_A_006,10,10,COMPLETE
LOT_A_006_W11,LOT_A_006,11,11,COMPLETE
LOT_A_006_W12,LOT_A_006,12,12,COMPLETE
LOT_A_006_W13,LOT_A_006,13,13,COMPLETE
LOT_A_006_W14,LOT_A_006,14,14,COMPLETE
LOT_A_006_W15,LOT_A_006,15,15,COMPLETE
LOT_A_006_W16,LOT_A_006,16,16,COMPLETE
LOT_A_006_W17,LOT_A_006,17,17,COMPLETE
LOT_A_006_W18,LOT_A_006,18,18,COMPLETE
LOT_A_006_W19,LOT_A_006,19,19,COMPLETE
LOT_A_006_W20,LOT_A_006,20,20,COMPLETE
LOT_A_006_W21,LOT_A_006,21,21,COMPLETE
LOT_A_006_W22,LOT_A_006,22,22,COMPLETE
LOT_A_006_W23,LOT_A_006,23,23,COMPLETE
LOT_A_006_W24,LOT_A_006,24,24,COMPLETE
LOT_A_006_W25,LOT_A_006,25,25,COMPLETE
LOT_A_007_W01,LOT_A_007,1,1,COMPLETE
LOT_A_007_W02,LOT_A_007,2,2,COMPLETE
LOT_A_007_W03,LOT_A_007,3,3,COMPLETE
LOT_A_007_W04,LOT_A_007,4,4,COMPLETE
LOT_A_007_W05,LOT_A_007,5,5,COMPLETE
LOT_A_007_W06,LOT_A_007,6,6,COMPLETE
LOT_A_007_W07,LOT_A_007,7,7,COMPLETE
LOT_A_007_W08,LOT_A_007,8,8,COMPLETE
LOT_A_007_W09,LOT_A_007,9,9,COMPLETE
LOT_A_007_W10,LOT_A_007,10,10,COMPLETE
LOT_A_007_W11,LOT_A_007,11,11,COMPLETE
LOT_A_007_W12,LOT_A_007,12,12,COMPLETE
LOT_A_007_W13,LOT_A_007,13,13,COMPLETE
LOT_A_007_W14,LOT_A_007,14,14,COMPLETE
LOT_A_007_W15,LOT_A_007,15,15,COMPLETE
LOT_A_007_W16,LOT_A_007,16,16,COMPLETE
LOT_A_007_W17,LOT_A_007,17,17,COMPLETE
LOT_A_007_W18,LOT_A_007,18,18,COMPLETE
LOT_A_007_W19,LOT_A_007,19,19,COMPLETE
LOT_A_007_W20,LOT_A_007,20,20,COMPLETE
LOT_A_007_W21,LOT_A_007,21,21,COMPLETE
LOT_A_007_W22,LOT_A_007,22,22,COMPLETE
LOT_A_007_W23,LOT_A_007,23,23,COMPLETE
LOT_A_007_W24,LOT_A_007,24,24,COMPLETE
LOT_A_007_W25,LOT_A_007,25,25,COMPLETE
LOT_A_008_W01,LOT_A_008,1,1,COMPLETE
LOT_A_008_W02,LOT_A_008,2,2,COMPLETE
LOT_A_008_W03,LOT_A_008,3,3,COMPLETE
LOT_A_008_W04,LOT_A_008,4,4,COMPLETE
LOT_A_008_W05,LOT_A_008,5,5,COMPLETE
LOT_A_008_W06,LOT_A_008,6,6,COMPLETE
LOT_A_008_W07,LOT_A_008,7,7,COMPLETE
LOT_A_008_W08,LOT_A_008,8,8,COMPLETE
LOT_A_008_W09,LOT_A_008,9,9,COMPLETE
LOT_A_008_W10,LOT_A_008,10,10,COMPLETE
LOT_A_008_W11,LOT_A_008,11,11,COMPLETE
LOT_A_008_W12,LOT_A_008,12,12,COMPLETE
LOT_A_008_W13,LOT_A_008,13,13,COMPLETE
LOT_A_008_W14,LOT_A_008,14,14,COMPLETE
LOT_A_008_W15,LOT_A_008,15,15,COMPLETE
LOT_A_008_W16,LOT_A_008,16,16,COMPLETE
LOT_A_008_W17,LOT_A_008,17,17,COMPLETE
LOT_A_008_W18,LOT_A_008,18,18,COMPLETE
LOT_A_008_W19,LOT_A_008,19,19,COMPLETE
LOT_A_008_W20,LOT_A_008,20,20,COMPLETE
LOT_A_008_W21,LOT_A_008,21,21,COMPLETE
LOT_A_008_W22,LOT_A_008,22,22,COMPLETE
LOT_A_008_W23,LOT_A_008,23,23,COMPLETE
LOT_A_008_W24,LOT_A_008,24,24,COMPLETE
LOT_A_008_W25,LOT_A_008,25,25,COMPLETE
LOT_A_009_W01,LOT_A_009,1,1,COMPLETE
LOT_A_009_W02,LOT_A_009,2,2,COMPLETE
LOT_A_009_W03,LOT_A_009,3,3,COMPLETE
LOT_A_009_W04,LOT_A_009,4,4,COMPLETE
LOT_A_009_W05,LOT_A_009,5,5,COMPLETE
LOT_A_009_W06,LOT_A_009,6,6,COMPLETE
LOT_A_009_W07,LOT_A_009,7,7,COMPLETE
LOT_A_009_W08,LOT_A_009,8,8,COMPLETE
LOT_A_009_W09,LOT_A_009,9,9,COMPLETE
LOT_A_009_W10,LOT_A_009,10,10,COMPLETE
LOT_A_009_W11,LOT_A_009,11,11,COMPLETE
LOT_A_009_W12,LOT_A_009,12,12,COMPLETE
LOT_A_009_W13,LOT_A_009,13,13,COMPLETE
LOT_A_009_W14,LOT_A_009,14,14,COMPLETE
LOT_A_009_W15,LOT_A_009,15,15,COMPLETE
LOT_A_009_W16,LOT_A_009,16,16,COMPLETE
LOT_A_009_W17,LOT_A_009,17,17,COMPLETE
LOT_A_009_W18,LOT_A_009,18,18,COMPLETE
LOT_A_009_W19,LOT_A_009,19,19,COMPLETE
LOT_A_009_W20,LOT_A_009,20,20,COMPLETE
LOT_A_009_W21,LOT_A_009,21,21,COMPLETE
LOT_A_009_W22,LOT_A_009,22,22,COMPLETE
LOT_A_009_W23,LOT_A_009,23,23,COMPLETE
LOT_A_009_W24,LOT_A_009,24,24,COMPLETE
LOT_A_009_W25,LOT_A_009,25,25,COMPLETE
LOT_A_010_W01,LOT_A_010,1,1,COMPLETE
LOT_A_010_W02,LOT_A_010,2,2,COMPLETE
LOT_A_010_W03,LOT_A_010,3,3,COMPLETE
LOT_A_010_W04,LOT_A_010,4,4,COMPLETE
LOT_A_010_W05,LOT_A_010,5,5,COMPLETE
LOT_A_010_W06,LOT_A_010,6,6,COMPLETE
LOT_A_010_W07,LOT_A_010,7,7,COMPLETE
LOT_A_010_W08,LOT_A_010,8,8,COMPLETE
LOT_A_010_W09,LOT_A_010,9,9,COMPLETE
LOT_A_010_W10,LOT_A_010,10,10,COMPLETE
LOT_A_010_W11,LOT_A_010,11,11,COMPLETE
LOT_A_010_W12,LOT_A_010,12,12,COMPLETE
LOT_A_010_W13,LOT_A_010,13,13,COMPLETE
LOT_A_010_W14,LOT_A_010,14,14,COMPLETE
LOT_A_010_W15,LOT_A_010,15,15,COMPLETE
LOT_A_010_W16,LOT_A_010,16,16,COMPLETE
LOT_A_010_W17,LOT_A_010,17,17,COMPLETE
LOT_A_010_W18,LOT_A_010,18,18,COMPLETE
LOT_A_010_W19,LOT_A_010,19,19,COMPLETE
LOT_A_010_W20,LOT_A_010,20,20,COMPLETE
LOT_A_010_W21,LOT_A_010,21,21,COMPLETE
LOT_A_010_W22,LOT_A_010,22,22,COMPLETE
LOT_A_010_W23,LOT_A_010,23,23,COMPLETE
LOT_A_010_W24,LOT_A_010,24,24,COMPLETE
LOT_A_010_W25,LOT_A_010,25,25,COMPLETE
LOT_A_011_W01,LOT_A_011,1,1,COMPLETE
LOT_A_011_W02,LOT_A_011,2,2,COMPLETE
LOT_A_011_W03,LOT_A_011,3,3,COMPLETE
LOT_A_011_W04,LOT_A_011,4,4,COMPLETE
LOT_A_011_W05,LOT_A_011,5,5,COMPLETE
LOT_A_011_W06,LOT_A_011,6,6,COMPLETE
LOT_A_011_W07,LOT_A_011,7,7,COMPLETE
LOT_A_011_W08,LOT_A_011,8,8,COMPLETE
LOT_A_011_W09,LOT_A_011,9,9,COMPLETE
LOT_A_011_W10,LOT_A_011,10,10,COMPLETE
LOT_A_011_W11,LOT_A_011,11,11,COMPLETE
LOT_A_011_W12,LOT_A_011,12,12,COMPLETE
LOT_A_011_W13,LOT_A_011,13,13,COMPLETE
LOT_A_011_W14,LOT_A_011,14,14,COMPLETE
LOT_A_011_W15,LOT_A_011,15,15,COMPLETE
LOT_A_011_W16,LOT_A_011,16,16,COMPLETE
LOT_A_011_W17,LOT_A_011,17,17,COMPLETE
LOT_A_011_W18,LOT_A_011,18,18,COMPLETE
LOT_A_011_W19,LOT_A_011,19,19,COMPLETE
LOT_A_011_W20,LOT_A_011,20,20,COMPLETE
LOT_A_011_W21,LOT_A_011,21,21,COMPLETE
LOT_A_011_W22,LOT_A_011,22,22,COMPLETE
LOT_A_011_W23,LOT_A_011,23,23,COMPLETE
LOT_A_011_W24,LOT_A_011,24,24,COMPLETE
LOT_A_011_W25,LOT_A_011,25,25,COMPLETE
LOT_A_012_W01,LOT_A_012,1,1,COMPLETE
LOT_A_012_W02,LOT_A_012,2,2,COMPLETE
LOT_A_012_W03,LOT_A_012,3,3,COMPLETE
LOT_A_012_W04,LOT_A_012,4,4,COMPLETE
LOT_A_012_W05,LOT_A_012,5,5,COMPLETE
LOT_A_012_W06,LOT_A_012,6,6,COMPLETE
LOT_A_012_W07,LOT_A_012,7,7,COMPLETE
LOT_A_012_W08,LOT_A_012,8,8,COMPLETE
LOT_A_012_W09,LOT_A_012,9,9,COMPLETE
LOT_A_012_W10,LOT_A_012,10,10,COMPLETE
LOT_A_012_W11,LOT_A_012,11,11,COMPLETE
LOT_A_012_W12,LOT_A_012,12,12,COMPLETE
LOT_A_012_W13,LOT_A_012,13,13,COMPLETE
LOT_A_012_W14,LOT_A_012,14,14,COMPLETE
LOT_A_012_W15,LOT_A_012,15,15,COMPLETE
LOT_A_012_W16,LOT_A_012,16,16,COMPLETE
LOT_A_012_W17,LOT_A_012,17,17,COMPLETE
LOT_A_012_W18,LOT_A_012,18,18,COMPLETE
LOT_A_012_W19,LOT_A_012,19,19,COMPLETE
LOT_A_012_W20,LOT_A_012,20,20,COMPLETE
LOT_A_012_W21,LOT_A_012,21,21,COMPLETE
LOT_A_012_W22,LOT_A_012,22,22,COMPLETE
LOT_A_012_W23,LOT_A_012,23,23,COMPLETE
LOT_A_012_W24,LOT_A_012,24,24,COMPLETE
LOT_A_012_W25,LOT_A_012,25,25,COMPLETE
LOT_A_013_W01,LOT_A_013,1,1,COMPLETE
LOT_A_013_W02,LOT_A_013,2,2,COMPLETE
LOT_A_013_W03,LOT_A_013,3,3,COMPLETE
LOT_A_013_W04,LOT_A_013,4,4,COMPLETE
LOT_A_013_W05,LOT_A_013,5,5,COMPLETE
LOT_A_013_W06,LOT_A_013,6,6,COMPLETE
LOT_A_013_W07,LOT_A_013,7,7,COMPLETE
LOT_A_013_W08,LOT_A_013,8,8,COMPLETE
LOT_A_013_W09,LOT_A_013,9,9,COMPLETE
LOT_A_013_W10,LOT_A_013,10,10,COMPLETE
LOT_A_013_W11,LOT_A_013,11,11,COMPLETE
LOT_A_013_W12,LOT_A_013,12,12,COMPLETE
LOT_A_013_W13,LOT_A_013,13,13,COMPLETE
LOT_A_013_W14,LOT_A_013,14,14,COMPLETE
LOT_A_013_W15,LOT_A_013,15,15,COMPLETE
LOT_A_013_W16,LOT_A_013,16,16,COMPLETE
LOT_A_013_W17,LOT_A_013,17,17,COMPLETE
LOT_A_013_W18,LOT_A_013,18,18,COMPLETE
LOT_A_013_W19,LOT_A_013,19,19,COMPLETE
LOT_A_013_W20,LOT_A_013,20,20,COMPLETE
LOT_A_013_W21,LOT_A_013,21,21,COMPLETE
LOT_A_013_W22,LOT_A_013,22,22,COMPLETE
LOT_A_013_W23,LOT_A_013,23,23,COMPLETE
LOT_A_013_W24,LOT_A_013,24,24,COMPLETE
LOT_A_013_W25,LOT_A_013,25,25,COMPLETE
LOT_A_014_W01,LOT_A_014,1,1,COMPLETE
LOT_A_014_W02,LOT_A_014,2,2,COMPLETE
LOT_A_014_W03,LOT_A_014,3,3,COMPLETE
LOT_A_014_W04,LOT_A_014,4,4,COMPLETE
LOT_A_014_W05,LOT_A_014,5,5,COMPLETE
LOT_A_014_W06,LOT_A_014,6,6,COMPLETE
LOT_A_014_W07,LOT_A_014,7,7,COMPLETE
LOT_A_014_W08,LOT_A_014,8,8,COMPLETE
LOT_A_014_W09,LOT_A_014,9,9,COMPLETE
LOT_A_014_W10,LOT_A_014,10,10,COMPLETE
LOT_A_014_W11,LOT_A_014,11,11,COMPLETE
LOT_A_014_W12,LOT_A_014,12,12,COMPLETE
LOT_A_014_W13,LOT_A_014,13,13,COMPLETE
LOT_A_014_W14,LOT_A_014,14,14,COMPLETE
LOT_A_014_W15,LOT_A_014,15,15,COMPLETE
LOT_A_014_W16,LOT_A_014,16,16,COMPLETE
LOT_A_014_W17,LOT_A_014,17,17,COMPLETE
LOT_A_014_W18,LOT_A_014,18,18,COMPLETE
LOT_A_014_W19,LOT_A_014,19,19,COMPLETE
LOT_A_014_W20,LOT_A_014,20,20,COMPLETE
LOT_A_014_W21,LOT_A_014,21,21,COMPLETE
LOT_A_014_W22,LOT_A_014,22,22,COMPLETE
LOT_A_014_W23,LOT_A_014,23,23,COMPLETE
LOT_A_014_W24,LOT_A_014,24,24,COMPLETE
LOT_A_014_W25,LOT_A_014,25,25,COMPLETE
LOT_A_015_W01,LOT_A_015,1,1,COMPLETE
LOT_A_015_W02,LOT_A_015,2,2,COMPLETE
LOT_A_015_W03,LOT_A_015,3,3,COMPLETE
LOT_A_015_W04,LOT_A_015,4,4,COMPLETE
LOT_A_015_W05,LOT_A_015,5,5,COMPLETE
LOT_A_015_W06,LOT_A_015,6,6,COMPLETE
LOT_A_015_W07,LOT_A_015,7,7,COMPLETE
LOT_A_015_W08,LOT_A_015,8,8,COMPLETE
LOT_A_015_W09,LOT_A_015,9,9,COMPLETE
LOT_A_015_W10,LOT_A_015,10,10,COMPLETE
LOT_A_015_W11,LOT_A_015,11,11,COMPLETE
LOT_A_015_W12,LOT_A_015,12,12,COMPLETE
LOT_A_015_W13,LOT_A_015,13,13,COMPLETE
LOT_A_015_W14,LOT_A_015,14,14,COMPLETE
LOT_A_015_W15,LOT_A_015,15,15,COMPLETE
LOT_A_015_W16,LOT_A_015,16,16,COMPLETE
LOT_A_015_W17,LOT_A_015,17,17,COMPLETE
LOT_A_015_W18,LOT_A_015,18,18,COMPLETE
LOT_A_015_W19,LOT_A_015,19,19,COMPLETE
LOT_A_015_W20,LOT_A_015,20,20,COMPLETE
LOT_A_015_W21,LOT_A_015,21,21,COMPLETE
LOT_A_015_W22,LOT_A_015,22,22,COMPLETE
LOT_A_015_W23,LOT_A_015,23,23,COMPLETE
LOT_A_015_W24,LOT_A_015,24,24,COMPLETE
LOT_A_015_W25,LOT_A_015,25,25,COMPLETE
LOT_A_016_W01,LOT_A_016,1,1,COMPLETE
LOT_A_016_W02,LOT_A_016,2,2,COMPLETE
LOT_A_016_W03,LOT_A_016,3,3,COMPLETE
LOT_A_016_W04,LOT_A_016,4,4,COMPLETE
LOT_A_016_W05,LOT_A_016,5,5,COMPLETE
LOT_A_016_W06,LOT_A_016,6,6,COMPLETE
LOT_A_016_W07,LOT_A_016,7,7,COMPLETE
LOT_A_016_W08,LOT_A_016,8,8,COMPLETE
LOT_A_016_W09,LOT_A_016,9,9,COMPLETE
LOT_A_016_W10,LOT_A_016,10,10,COMPLETE
LOT_A_016_W11,LOT_A_016,11,11,COMPLETE
LOT_A_016_W12,LOT_A_016,12,12,COMPLETE
LOT_A_016_W13,LOT_A_016,13,13,COMPLETE
LOT_A_016_W14,LOT_A_016,14,14,COMPLETE
LOT_A_016_W15,LOT_A_016,15,15,COMPLETE
LOT_A_016_W16,LOT_A_016,16,16,COMPLETE
LOT_A_016_W17,LOT_A_016,17,17,COMPLETE
LOT_A_016_W18,LOT_A_016,18,18,COMPLETE
LOT_A_016_W19,LOT_A_016,19,19,COMPLETE
LOT_A_016_W20,LOT_A_016,20,20,COMPLETE
LOT_A_016_W21,LOT_A_016,21,21,COMPLETE
LOT_A_016_W22,LOT_A_016,22,22,COMPLETE
LOT_A_016_W23,LOT_A_016,23,23,COMPLETE
LOT_A_016_W24,LOT_A_016,24,24,COMPLETE
LOT_A_016_W25,LOT_A_016,25,25,COMPLETE
LOT_A_017_W01,LOT_A_017,1,1,COMPLETE
LOT_A_017_W02,LOT_A_017,2,2,COMPLETE
LOT_A_017_W03,LOT_A_017,3,3,COMPLETE
LOT_A_017_W04,LOT_A_017,4,4,COMPLETE
LOT_A_017_W05,LOT_A_017,5,5,COMPLETE
LOT_A_017_W06,LOT_A_017,6,6,COMPLETE
LOT_A_017_W07,LOT_A_017,7,7,COMPLETE
LOT_A_017_W08,LOT_A_017,8,8,COMPLETE
LOT_A_017_W09,LOT_A_017,9,9,COMPLETE
LOT_A_017_W10,LOT_A_017,10,10,COMPLETE
LOT_A_017_W11,LOT_A_017,11,11,COMPLETE
LOT_A_017_W12,LOT_A_017,12,12,COMPLETE
LOT_A_017_W13,LOT_A_017,13,13,COMPLETE
LOT_A_017_W14,LOT_A_017,14,14,COMPLETE
LOT_A_017_W15,LOT_A_017,15,15,COMPLETE
LOT_A_017_W16,LOT_A_017,16,16,COMPLETE
LOT_A_017_W17,LOT_A_017,17,17,COMPLETE
LOT_A_017_W18,LOT_A_017,18,18,COMPLETE
LOT_A_017_W19,LOT_A_017,19,19,COMPLETE
LOT_A_017_W20,LOT_A_017,20,20,COMPLETE
LOT_A_017_W21,LOT_A_017,21,21,COMPLETE
LOT_A_017_W22,LOT_A_017,22,22,COMPLETE
LOT_A_017_W23,LOT_A_017,23,23,COMPLETE
LOT_A_017_W24,LOT_A_017,24,24,COMPLETE
LOT_A_017_W25,LOT_A_017,25,25,COMPLETE
LOT_A_018_W01,LOT_A_018,1,1,COMPLETE
LOT_A_018_W02,LOT_A_018,2,2,COMPLETE
LOT_A_018_W03,LOT_A_018,3,3,COMPLETE
LOT_A_018_W04,LOT_A_018,4,4,COMPLETE
LOT_A_018_W05,LOT_A_018,5,5,COMPLETE
LOT_A_018_W06,LOT_A_018,6,6,COMPLETE
LOT_A_018_W07,LOT_A_018,7,7,COMPLETE
LOT_A_018_W08,LOT_A_018,8,8,COMPLETE
LOT_A_018_W09,LOT_A_018,9,9,COMPLETE
LOT_A_018_W10,LOT_A_018,10,10,COMPLETE
LOT_A_018_W11,LOT_A_018,11,11,COMPLETE
LOT_A_018_W12,LOT_A_018,12,12,COMPLETE
LOT_A_018_W13,LOT_A_018,13,13,COMPLETE
LOT_A_018_W14,LOT_A_018,14,14,COMPLETE
LOT_A_018_W15,LOT_A_018,15,15,COMPLETE
LOT_A_018_W16,LOT_A_018,16,16,COMPLETE
LOT_A_018_W17,LOT_A_018,17,17,COMPLETE
LOT_A_018_W18,LOT_A_018,18,18,COMPLETE
LOT_A_018_W19,LOT_A_018,19,19,COMPLETE
LOT_A_018_W20,LOT_A_018,20,20,COMPLETE
LOT_A_018_W21,LOT_A_018,21,21,COMPLETE
LOT_A_018_W22,LOT_A_018,22,22,COMPLETE
LOT_A_018_W23,LOT_A_018,23,23,COMPLETE
LOT_A_018_W24,LOT_A_018,24,24,COMPLETE
LOT_A_018_W25,LOT_A_018,25,25,COMPLETE
LOT_A_019_W01,LOT_A_019,1,1,COMPLETE
LOT_A_019_W02,LOT_A_019,2,2,COMPLETE
LOT_A_019_W03,LOT_A_019,3,3,COMPLETE
LOT_A_019_W04,LOT_A_019,4,4,COMPLETE
LOT_A_019_W05,LOT_A_019,5,5,COMPLETE
LOT_A_019_W06,LOT_A_019,6,6,COMPLETE
LOT_A_019_W07,LOT_A_019,7,7,COMPLETE
LOT_A_019_W08,LOT_A_019,8,8,COMPLETE
LOT_A_019_W09,LOT_A_019,9,9,COMPLETE
LOT_A_019_W10,LOT_A_019,10,10,COMPLETE
LOT_A_019_W11,LOT_A_019,11,11,COMPLETE
LOT_A_019_W12,LOT_A_019,12,12,COMPLETE
LOT_A_019_W13,LOT_A_019,13,13,COMPLETE
LOT_A_019_W14,LOT_A_019,14,14,COMPLETE
LOT_A_019_W15,LOT_A_019,15,15,COMPLETE
