lot_id,wafer_id,operation_no,equipment_id,chamber_id,recipe_id,recipe_version,parameter_name,baseline_value,observed_value,delta_percent,unit,trend_slope,ooc_flag,severity,measured_at
LOT_V2_05_SRC,LOT_V2_05_SRC_W01,6400,CMP_CU_15,CMP_CU_15_CH01,RCP_V2_6400,V2.1,slurry_delivery_pressure,100.0,101.0,1.0,normalized,0.2,false,NORMAL,2026-06-06T10:00:00+00:00
LOT_V2_05_CTRL_01,LOT_V2_05_CTRL_01_W01,6400,EQ_V2_6400,EQ_V2_6400_CH01,RCP_V2_6400,V2.1,slurry_delivery_pressure,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-06T13:00:00+00:00
LOT_V2_05_CTRL_02,LOT_V2_05_CTRL_02_W01,6400,EQ_V2_6400,EQ_V2_6400_CH01,RCP_V2_6400,V2.1,slurry_delivery_pressure,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-06T16:00:00+00:00
LOT_V2_07_SRC,LOT_V2_07_SRC_W01,2000,ETCH_VIA_09,ETCH_VIA_09_CH01,RCP_V2_2000,V2.1,chamber_wall_temperature,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-08T10:00:00+00:00
LOT_V2_07_IMP_01,LOT_V2_07_IMP_01_W01,2000,ETCH_VIA_09,ETCH_VIA_09_CH01,RCP_V2_2000,V2.1,chamber_wall_temperature,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-08T13:00:00+00:00
LOT_V2_07_IMP_02,LOT_V2_07_IMP_02_W01,2000,ETCH_VIA_09,ETCH_VIA_09_CH01,RCP_V2_2000,V2.1,chamber_wall_temperature,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-08T16:00:00+00:00
LOT_V2_07_CTRL_01,LOT_V2_07_CTRL_01_W01,2000,EQ_V2_2000,EQ_V2_2000_CH01,RCP_V2_2000,V2.1,chamber_wall_temperature,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-08T19:00:00+00:00
LOT_V2_07_CTRL_02,LOT_V2_07_CTRL_02_W01,2000,EQ_V2_2000,EQ_V2_2000_CH01,RCP_V2_2000,V2.1,chamber_wall_temperature,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-08T22:00:00+00:00
LOT_V2_08_SRC,LOT_V2_08_SRC_W01,6000,PLATE_CU_09,PLATE_CU_09_CH01,RCP_V2_6000,V2.1,electrolyte_agitation_speed,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-09T10:00:00+00:00
LOT_V2_08_IMP_01,LOT_V2_08_IMP_01_W01,6000,PLATE_CU_09,PLATE_CU_09_CH01,RCP_V2_6000,V2.1,electrolyte_agitation_speed,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-09T13:00:00+00:00
LOT_V2_08_IMP_02,LOT_V2_08_IMP_02_W01,6000,PLATE_CU_09,PLATE_CU_09_CH01,RCP_V2_6000,V2.1,electrolyte_agitation_speed,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-09T16:00:00+00:00
LOT_V2_08_IMP_03,LOT_V2_08_IMP_03_W01,6000,PLATE_CU_09,PLATE_CU_09_CH01,RCP_V2_6000,V2.1,electrolyte_agitation_speed,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-09T19:00:00+00:00
LOT_V2_08_CTRL_01,LOT_V2_08_CTRL_01_W01,6000,EQ_V2_6000,EQ_V2_6000_CH01,RCP_V2_6000,V2.1,electrolyte_agitation_speed,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-09T22:00:00+00:00
LOT_V2_08_CTRL_02,LOT_V2_08_CTRL_02_W01,6000,EQ_V2_6000,EQ_V2_6000_CH01,RCP_V2_6000,V2.1,electrolyte_agitation_speed,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-10T01:00:00+00:00
LOT_V2_09_SRC,LOT_V2_09_SRC_W01,7000,WET_BACK_12,WET_BACK_12_CH01,RCP_V2_7000,V2.1,rinse_nozzle_particle_index,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-10T10:00:00+00:00
LOT_V2_09_IMP_01,LOT_V2_09_IMP_01_W01,7000,WET_BACK_12,WET_BACK_12_CH01,RCP_V2_7000,V2.1,rinse_nozzle_particle_index,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-10T13:00:00+00:00
LOT_V2_09_IMP_02,LOT_V2_09_IMP_02_W01,7000,WET_BACK_12,WET_BACK_12_CH01,RCP_V2_7000,V2.1,rinse_nozzle_particle_index,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-10T16:00:00+00:00
LOT_V2_09_IMP_03,LOT_V2_09_IMP_03_W01,7000,WET_BACK_12,WET_BACK_12_CH01,RCP_V2_7000,V2.1,rinse_nozzle_particle_index,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-10T19:00:00+00:00
LOT_V2_09_CTRL_01,LOT_V2_09_CTRL_01_W01,7000,EQ_V2_7000,EQ_V2_7000_CH01,RCP_V2_7000,V2.1,rinse_nozzle_particle_index,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-10T22:00:00+00:00
LOT_V2_09_CTRL_02,LOT_V2_09_CTRL_02_W01,7000,EQ_V2_7000,EQ_V2_7000_CH01,RCP_V2_7000,V2.1,rinse_nozzle_particle_index,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-11T01:00:00+00:00
LOT_V2_10_SRC,LOT_V2_10_SRC_W01,3000,IMP_WELL_03,IMP_WELL_03_CH01,RCP_V2_3000,V2.1,beam_dose_integrator,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-11T10:00:00+00:00
LOT_V2_10_IMP_01,LOT_V2_10_IMP_01_W01,3000,IMP_WELL_03,IMP_WELL_03_CH01,RCP_V2_3000,V2.1,beam_dose_integrator,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-11T13:00:00+00:00
LOT_V2_10_IMP_02,LOT_V2_10_IMP_02_W01,3000,IMP_WELL_03,IMP_WELL_03_CH01,RCP_V2_3000,V2.1,beam_dose_integrator,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-11T16:00:00+00:00
LOT_V2_10_CTRL_01,LOT_V2_10_CTRL_01_W01,3000,EQ_V2_3000,EQ_V2_3000_CH01,RCP_V2_3000,V2.1,beam_dose_integrator,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-11T19:00:00+00:00
LOT_V2_10_CTRL_02,LOT_V2_10_CTRL_02_W01,3000,EQ_V2_3000,EQ_V2_3000_CH01,RCP_V2_3000,V2.1,beam_dose_integrator,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-11T22:00:00+00:00
LOT_V2_11_SRC,LOT_V2_11_SRC_W01,1000,LITHO_SCN_06,LITHO_SCN_06_CH01,RCP_V2_1000,V2.1,reticle_scatter_index,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-12T10:00:00+00:00
LOT_V2_11_IMP_01,LOT_V2_11_IMP_01_W01,1000,LITHO_SCN_06,LITHO_SCN_06_CH01,RCP_V2_1000,V2.1,reticle_scatter_index,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-12T13:00:00+00:00
LOT_V2_11_IMP_02,LOT_V2_11_IMP_02_W01,1000,LITHO_SCN_06,LITHO_SCN_06_CH01,RCP_V2_1000,V2.1,reticle_scatter_index,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-12T16:00:00+00:00
LOT_V2_11_CTRL_01,LOT_V2_11_CTRL_01_W01,1000,EQ_V2_1000,EQ_V2_1000_CH01,RCP_V2_1000,V2.1,reticle_scatter_index,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-12T19:00:00+00:00
LOT_V2_11_CTRL_02,LOT_V2_11_CTRL_02_W01,1000,EQ_V2_1000,EQ_V2_1000_CH01,RCP_V2_1000,V2.1,reticle_scatter_index,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-12T22:00:00+00:00
LOT_V2_12_SRC,LOT_V2_12_SRC_W01,5000,CVD_ILD_17,CVD_ILD_17_CH01,RCP_V2_5000,V2.1,susceptor_temperature_error,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-13T10:00:00+00:00
LOT_V2_12_IMP_01,LOT_V2_12_IMP_01_W01,5000,CVD_ILD_17,CVD_ILD_17_CH01,RCP_V2_5000,V2.1,susceptor_temperature_error,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-13T13:00:00+00:00
LOT_V2_12_IMP_02,LOT_V2_12_IMP_02_W01,5000,CVD_ILD_17,CVD_ILD_17_CH01,RCP_V2_5000,V2.1,susceptor_temperature_error,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-13T16:00:00+00:00
LOT_V2_12_IMP_03,LOT_V2_12_IMP_03_W01,5000,CVD_ILD_17,CVD_ILD_17_CH01,RCP_V2_5000,V2.1,susceptor_temperature_error,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-13T19:00:00+00:00
LOT_V2_12_CTRL_01,LOT_V2_12_CTRL_01_W01,5000,EQ_V2_5000,EQ_V2_5000_CH01,RCP_V2_5000,V2.1,susceptor_temperature_error,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-13T22:00:00+00:00
LOT_V2_12_CTRL_02,LOT_V2_12_CTRL_02_W01,5000,EQ_V2_5000,EQ_V2_5000_CH01,RCP_V2_5000,V2.1,susceptor_temperature_error,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-14T01:00:00+00:00
LOT_V2_14_SRC,LOT_V2_14_SRC_W01,9000,WAT_CELL_12,WAT_CELL_12_CH01,RCP_V2_9000,V2.1,probe_contact_repeatability,100.0,118.0,18.0,normalized,0.2,true,HIGH,2026-06-15T10:00:00+00:00
LOT_V2_14_CTRL_01,LOT_V2_14_CTRL_01_W01,9000,EQ_V2_9000,EQ_V2_9000_CH01,RCP_V2_9000,V2.1,probe_contact_repeatability,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-15T13:00:00+00:00
LOT_V2_14_CTRL_02,LOT_V2_14_CTRL_02_W01,9000,EQ_V2_9000,EQ_V2_9000_CH01,RCP_V2_9000,V2.1,probe_contact_repeatability,100.0,101.0,1.0,normalized,0.0,false,NORMAL,2026-06-15T16:00:00+00:00
