lot_id,wafer_id,test_equipment_id,test_item,parameter_name,measured_value,spec_low,spec_high,pass_fail,fail_mode,tested_at
LOT_V2_12_IMP_02,LOT_V2_12_IMP_02_W05,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.82,0.90,1.00,false,SYNTHETIC_SIGNAL,2026-06-14T02:05:00+00:00
LOT_V2_12_IMP_02,LOT_V2_12_IMP_02_W06,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T02:06:00+00:00
LOT_V2_12_IMP_03,LOT_V2_12_IMP_03_W01,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.82,0.90,1.00,false,SYNTHETIC_SIGNAL,2026-06-14T05:00:00+00:00
LOT_V2_12_IMP_03,LOT_V2_12_IMP_03_W02,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T05:02:00+00:00
LOT_V2_12_IMP_03,LOT_V2_12_IMP_03_W03,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.82,0.90,1.00,false,SYNTHETIC_SIGNAL,2026-06-14T05:03:00+00:00
LOT_V2_12_IMP_03,LOT_V2_12_IMP_03_W04,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T05:04:00+00:00
LOT_V2_12_IMP_03,LOT_V2_12_IMP_03_W05,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.82,0.90,1.00,false,SYNTHETIC_SIGNAL,2026-06-14T05:05:00+00:00
LOT_V2_12_IMP_03,LOT_V2_12_IMP_03_W06,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T05:06:00+00:00
LOT_V2_12_CTRL_01,LOT_V2_12_CTRL_01_W01,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T08:00:00+00:00
LOT_V2_12_CTRL_01,LOT_V2_12_CTRL_01_W02,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T08:02:00+00:00
LOT_V2_12_CTRL_01,LOT_V2_12_CTRL_01_W03,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T08:03:00+00:00
LOT_V2_12_CTRL_01,LOT_V2_12_CTRL_01_W04,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T08:04:00+00:00
LOT_V2_12_CTRL_01,LOT_V2_12_CTRL_01_W05,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T08:05:00+00:00
LOT_V2_12_CTRL_01,LOT_V2_12_CTRL_01_W06,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T08:06:00+00:00
LOT_V2_12_CTRL_02,LOT_V2_12_CTRL_02_W01,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T11:00:00+00:00
LOT_V2_12_CTRL_02,LOT_V2_12_CTRL_02_W02,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T11:02:00+00:00
LOT_V2_12_CTRL_02,LOT_V2_12_CTRL_02_W03,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T11:03:00+00:00
LOT_V2_12_CTRL_02,LOT_V2_12_CTRL_02_W04,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T11:04:00+00:00
LOT_V2_12_CTRL_02,LOT_V2_12_CTRL_02_W05,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T11:05:00+00:00
LOT_V2_12_CTRL_02,LOT_V2_12_CTRL_02_W06,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T11:06:00+00:00
LOT_V2_13_SRC,LOT_V2_13_SRC_W01,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.82,0.90,1.00,false,SYNTHETIC_SIGNAL,2026-06-14T20:00:00+00:00
LOT_V2_13_CTRL_01,LOT_V2_13_CTRL_01_W01,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-14T23:00:00+00:00
LOT_V2_13_CTRL_02,LOT_V2_13_CTRL_02_W01,EQ_V2_9000,V2_PARAMETRIC_CHECK,yield_proxy,0.98,0.90,1.00,true,,2026-06-15T02:00:00+00:00
LOT_V2_14_SRC,LOT_V2_14_SRC_W01,WAT_CELL_12,V2_PRIMARY_ELECTRICAL,contact resistance p95,18.0,-10.0,10.0,false,SYNTHETIC_SIGNAL,2026-06-15T20:00:00+00:00
LOT_V2_14_SRC,LOT_V2_14_SRC_W01,WAT_CELL_13,V2_INDEPENDENT_RETEST,contact resistance p95,5.2,-10.0,10.0,true,,2026-06-15T20:30:00+00:00
LOT_V2_14_SRC,LOT_V2_14_SRC_W01,WAT_CELL_12,V2_POST_CLEAN_QUALIFICATION_RETEST,contact resistance p95,5.1,-10.0,10.0,true,,2026-06-15T21:00:00+00:00
LOT_V2_14_CTRL_01,LOT_V2_14_CTRL_01_W01,WAT_CELL_12,V2_PRIMARY_ELECTRICAL,contact resistance p95,0.0,-10.0,10.0,true,,2026-06-15T23:00:00+00:00
LOT_V2_14_CTRL_02,LOT_V2_14_CTRL_02_W01,WAT_CELL_12,V2_PRIMARY_ELECTRICAL,contact resistance p95,0.0,-10.0,10.0,true,,2026-06-16T02:00:00+00:00
