lot_id,product_id,technology,route_id,wafer_qty,lot_type,priority,status,current_operation_no,created_at,started_at,finished_at
LOT_V2_09_IMP_03,PROD_V2_09,Synthetic 28nm logic,ROUTE_PROD_V2_09,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-10T01:00:00+00:00,2026-06-10T03:00:00+00:00,2026-06-10T23:00:00+00:00
LOT_V2_09_CTRL_01,PROD_V2_09,Synthetic 28nm logic,ROUTE_PROD_V2_09,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-10T10:00:00+00:00,2026-06-10T12:00:00+00:00,2026-06-11T08:00:00+00:00
LOT_V2_09_CTRL_02,PROD_V2_09,Synthetic 28nm logic,ROUTE_PROD_V2_09,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-10T13:00:00+00:00,2026-06-10T15:00:00+00:00,2026-06-11T11:00:00+00:00
LOT_V2_10_SRC,PROD_V2_10,Synthetic 28nm logic,ROUTE_PROD_V2_10,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-10T22:00:00+00:00,2026-06-11T00:00:00+00:00,2026-06-11T20:00:00+00:00
LOT_V2_10_IMP_01,PROD_V2_10,Synthetic 28nm logic,ROUTE_PROD_V2_10,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-10T23:00:00+00:00,2026-06-11T01:00:00+00:00,2026-06-11T21:00:00+00:00
LOT_V2_10_IMP_02,PROD_V2_10,Synthetic 28nm logic,ROUTE_PROD_V2_10,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-11T00:00:00+00:00,2026-06-11T02:00:00+00:00,2026-06-11T22:00:00+00:00
LOT_V2_10_CTRL_01,PROD_V2_10,Synthetic 28nm logic,ROUTE_PROD_V2_10,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-11T10:00:00+00:00,2026-06-11T12:00:00+00:00,2026-06-12T08:00:00+00:00
LOT_V2_10_CTRL_02,PROD_V2_10,Synthetic 28nm logic,ROUTE_PROD_V2_10,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-11T13:00:00+00:00,2026-06-11T15:00:00+00:00,2026-06-12T11:00:00+00:00
LOT_V2_11_SRC,PROD_V2_11,Synthetic 28nm logic,ROUTE_PROD_V2_11,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-11T22:00:00+00:00,2026-06-12T00:00:00+00:00,2026-06-12T20:00:00+00:00
LOT_V2_11_IMP_01,PROD_V2_11,Synthetic 28nm logic,ROUTE_PROD_V2_11,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-11T23:00:00+00:00,2026-06-12T01:00:00+00:00,2026-06-12T21:00:00+00:00
LOT_V2_11_IMP_02,PROD_V2_11,Synthetic 28nm logic,ROUTE_PROD_V2_11,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-12T00:00:00+00:00,2026-06-12T02:00:00+00:00,2026-06-12T22:00:00+00:00
LOT_V2_11_CTRL_01,PROD_V2_11,Synthetic 28nm logic,ROUTE_PROD_V2_11,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-12T10:00:00+00:00,2026-06-12T12:00:00+00:00,2026-06-13T08:00:00+00:00
LOT_V2_11_CTRL_02,PROD_V2_11,Synthetic 28nm logic,ROUTE_PROD_V2_11,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-12T13:00:00+00:00,2026-06-12T15:00:00+00:00,2026-06-13T11:00:00+00:00
LOT_V2_12_SRC,PROD_V2_12,Synthetic 28nm logic,ROUTE_PROD_V2_12,6,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-12T22:00:00+00:00,2026-06-13T00:00:00+00:00,2026-06-13T20:00:00+00:00
LOT_V2_12_IMP_01,PROD_V2_12,Synthetic 28nm logic,ROUTE_PROD_V2_12,6,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-12T23:00:00+00:00,2026-06-13T01:00:00+00:00,2026-06-13T21:00:00+00:00
LOT_V2_12_IMP_02,PROD_V2_12,Synthetic 28nm logic,ROUTE_PROD_V2_12,6,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-13T00:00:00+00:00,2026-06-13T02:00:00+00:00,2026-06-13T22:00:00+00:00
LOT_V2_12_IMP_03,PROD_V2_12,Synthetic 28nm logic,ROUTE_PROD_V2_12,6,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-13T01:00:00+00:00,2026-06-13T03:00:00+00:00,2026-06-13T23:00:00+00:00
LOT_V2_12_CTRL_01,PROD_V2_12,Synthetic 28nm logic,ROUTE_PROD_V2_12,6,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-13T10:00:00+00:00,2026-06-13T12:00:00+00:00,2026-06-14T08:00:00+00:00
LOT_V2_12_CTRL_02,PROD_V2_12,Synthetic 28nm logic,ROUTE_PROD_V2_12,6,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-13T13:00:00+00:00,2026-06-13T15:00:00+00:00,2026-06-14T11:00:00+00:00
LOT_V2_13_SRC,PROD_V2_13,Synthetic 28nm logic,ROUTE_PROD_V2_13,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-13T22:00:00+00:00,2026-06-14T00:00:00+00:00,2026-06-14T20:00:00+00:00
LOT_V2_13_CTRL_01,PROD_V2_13,Synthetic 28nm logic,ROUTE_PROD_V2_13,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-14T10:00:00+00:00,2026-06-14T12:00:00+00:00,2026-06-15T08:00:00+00:00
LOT_V2_13_CTRL_02,PROD_V2_13,Synthetic 28nm logic,ROUTE_PROD_V2_13,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-14T13:00:00+00:00,2026-06-14T15:00:00+00:00,2026-06-15T11:00:00+00:00
LOT_V2_14_SRC,PROD_V2_14,Synthetic 28nm logic,ROUTE_PROD_V2_14,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-14T22:00:00+00:00,2026-06-15T00:00:00+00:00,2026-06-15T20:00:00+00:00
LOT_V2_14_CTRL_01,PROD_V2_14,Synthetic 28nm logic,ROUTE_PROD_V2_14,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-15T10:00:00+00:00,2026-06-15T12:00:00+00:00,2026-06-16T08:00:00+00:00
LOT_V2_14_CTRL_02,PROD_V2_14,Synthetic 28nm logic,ROUTE_PROD_V2_14,1,SYNTHETIC_EVALUATION,5,COMPLETE,9000,2026-06-15T13:00:00+00:00,2026-06-15T15:00:00+00:00,2026-06-16T11:00:00+00:00
