wafer_id,lot_id,wafer_no,slot,status
LOT_N_008_W04,LOT_N_008,4,4,COMPLETE
LOT_N_008_W05,LOT_N_008,5,5,COMPLETE
LOT_N_009_W01,LOT_N_009,1,1,COMPLETE
LOT_N_009_W02,LOT_N_009,2,2,COMPLETE
LOT_N_009_W03,LOT_N_009,3,3,COMPLETE
LOT_N_009_W04,LOT_N_009,4,4,COMPLETE
LOT_N_009_W05,LOT_N_009,5,5,COMPLETE
LOT_N_010_W01,LOT_N_010,1,1,COMPLETE
LOT_N_010_W02,LOT_N_010,2,2,COMPLETE
LOT_N_010_W03,LOT_N_010,3,3,COMPLETE
LOT_N_010_W04,LOT_N_010,4,4,COMPLETE
LOT_N_010_W05,LOT_N_010,5,5,COMPLETE
LOT_N_011_W01,LOT_N_011,1,1,COMPLETE
LOT_N_011_W02,LOT_N_011,2,2,COMPLETE
LOT_N_011_W03,LOT_N_011,3,3,COMPLETE
LOT_N_011_W04,LOT_N_011,4,4,COMPLETE
LOT_N_011_W05,LOT_N_011,5,5,COMPLETE
LOT_N_012_W01,LOT_N_012,1,1,COMPLETE
LOT_N_012_W02,LOT_N_012,2,2,COMPLETE
LOT_N_012_W03,LOT_N_012,3,3,COMPLETE
LOT_N_012_W04,LOT_N_012,4,4,COMPLETE
LOT_N_012_W05,LOT_N_012,5,5,COMPLETE
LOT_N_013_W01,LOT_N_013,1,1,COMPLETE
LOT_N_013_W02,LOT_N_013,2,2,COMPLETE
LOT_N_013_W03,LOT_N_013,3,3,COMPLETE
LOT_N_013_W04,LOT_N_013,4,4,COMPLETE
LOT_N_013_W05,LOT_N_013,5,5,COMPLETE
LOT_N_014_W01,LOT_N_014,1,1,COMPLETE
LOT_N_014_W02,LOT_N_014,2,2,COMPLETE
LOT_N_014_W03,LOT_N_014,3,3,COMPLETE
LOT_N_014_W04,LOT_N_014,4,4,COMPLETE
LOT_N_014_W05,LOT_N_014,5,5,COMPLETE
LOT_N_015_W01,LOT_N_015,1,1,COMPLETE
LOT_N_015_W02,LOT_N_015,2,2,COMPLETE
LOT_N_015_W03,LOT_N_015,3,3,COMPLETE
LOT_N_015_W04,LOT_N_015,4,4,COMPLETE
LOT_N_015_W05,LOT_N_015,5,5,COMPLETE
LOT_N_016_W01,LOT_N_016,1,1,COMPLETE
LOT_N_016_W02,LOT_N_016,2,2,COMPLETE
LOT_N_016_W03,LOT_N_016,3,3,COMPLETE
LOT_N_016_W04,LOT_N_016,4,4,COMPLETE
LOT_N_016_W05,LOT_N_016,5,5,COMPLETE
LOT_N_017_W01,LOT_N_017,1,1,COMPLETE
LOT_N_017_W02,LOT_N_017,2,2,COMPLETE
LOT_N_017_W03,LOT_N_017,3,3,COMPLETE
LOT_N_017_W04,LOT_N_017,4,4,COMPLETE
LOT_N_017_W05,LOT_N_017,5,5,COMPLETE
LOT_N_018_W01,LOT_N_018,1,1,COMPLETE
LOT_N_018_W02,LOT_N_018,2,2,COMPLETE
LOT_N_018_W03,LOT_N_018,3,3,COMPLETE
LOT_N_018_W04,LOT_N_018,4,4,COMPLETE
LOT_N_018_W05,LOT_N_018,5,5,COMPLETE
LOT_N_019_W01,LOT_N_019,1,1,COMPLETE
LOT_N_019_W02,LOT_N_019,2,2,COMPLETE
LOT_N_019_W03,LOT_N_019,3,3,COMPLETE
LOT_N_019_W04,LOT_N_019,4,4,COMPLETE
LOT_N_019_W05,LOT_N_019,5,5,COMPLETE
LOT_N_020_W01,LOT_N_020,1,1,COMPLETE
LOT_N_020_W02,LOT_N_020,2,2,COMPLETE
LOT_N_020_W03,LOT_N_020,3,3,COMPLETE
LOT_N_020_W04,LOT_N_020,4,4,COMPLETE
LOT_N_020_W05,LOT_N_020,5,5,COMPLETE
LOT_N_021_W01,LOT_N_021,1,1,COMPLETE
LOT_N_021_W02,LOT_N_021,2,2,COMPLETE
LOT_N_021_W03,LOT_N_021,3,3,COMPLETE
LOT_N_021_W04,LOT_N_021,4,4,COMPLETE
LOT_N_021_W05,LOT_N_021,5,5,COMPLETE
LOT_N_022_W01,LOT_N_022,1,1,COMPLETE
LOT_N_022_W02,LOT_N_022,2,2,COMPLETE
LOT_N_022_W03,LOT_N_022,3,3,COMPLETE
LOT_N_022_W04,LOT_N_022,4,4,COMPLETE
LOT_N_022_W05,LOT_N_022,5,5,COMPLETE
LOT_N_023_W01,LOT_N_023,1,1,COMPLETE
LOT_N_023_W02,LOT_N_023,2,2,COMPLETE
LOT_N_023_W03,LOT_N_023,3,3,COMPLETE
LOT_N_023_W04,LOT_N_023,4,4,COMPLETE
LOT_N_023_W05,LOT_N_023,5,5,COMPLETE
LOT_N_024_W01,LOT_N_024,1,1,COMPLETE
LOT_N_024_W02,LOT_N_024,2,2,COMPLETE
LOT_N_024_W03,LOT_N_024,3,3,COMPLETE
LOT_N_024_W04,LOT_N_024,4,4,COMPLETE
LOT_N_024_W05,LOT_N_024,5,5,COMPLETE
LOT_N_025_W01,LOT_N_025,1,1,COMPLETE
LOT_N_025_W02,LOT_N_025,2,2,COMPLETE
LOT_N_025_W03,LOT_N_025,3,3,COMPLETE
LOT_N_025_W04,LOT_N_025,4,4,COMPLETE
LOT_N_025_W05,LOT_N_025,5,5,COMPLETE
LOT_N_026_W01,LOT_N_026,1,1,COMPLETE
LOT_N_026_W02,LOT_N_026,2,2,COMPLETE
LOT_N_026_W03,LOT_N_026,3,3,COMPLETE
LOT_N_026_W04,LOT_N_026,4,4,COMPLETE
LOT_N_026_W05,LOT_N_026,5,5,COMPLETE
LOT_N_027_W01,LOT_N_027,1,1,COMPLETE
LOT_N_027_W02,LOT_N_027,2,2,COMPLETE
LOT_N_027_W03,LOT_N_027,3,3,COMPLETE
LOT_N_027_W04,LOT_N_027,4,4,COMPLETE
LOT_N_027_W05,LOT_N_027,5,5,COMPLETE
LOT_N_028_W01,LOT_N_028,1,1,COMPLETE
LOT_N_028_W02,LOT_N_028,2,2,COMPLETE
LOT_N_028_W03,LOT_N_028,3,3,COMPLETE
LOT_N_028_W04,LOT_N_028,4,4,COMPLETE
LOT_N_028_W05,LOT_N_028,5,5,COMPLETE
LOT_N_029_W01,LOT_N_029,1,1,COMPLETE
LOT_N_029_W02,LOT_N_029,2,2,COMPLETE
LOT_N_029_W03,LOT_N_029,3,3,COMPLETE
LOT_N_029_W04,LOT_N_029,4,4,COMPLETE
LOT_N_029_W05,LOT_N_029,5,5,COMPLETE
LOT_N_030_W01,LOT_N_030,1,1,COMPLETE
LOT_N_030_W02,LOT_N_030,2,2,COMPLETE
LOT_N_030_W03,LOT_N_030,3,3,COMPLETE
LOT_N_030_W04,LOT_N_030,4,4,COMPLETE
LOT_N_030_W05,LOT_N_030,5,5,COMPLETE
LOT_A_001_W01,LOT_A_001,1,1,COMPLETE
LOT_A_001_W02,LOT_A_001,2,2,COMPLETE
LOT_A_001_W03,LOT_A_001,3,3,COMPLETE
LOT_A_001_W04,LOT_A_001,4,4,COMPLETE
LOT_A_001_W05,LOT_A_001,5,5,COMPLETE
LOT_A_002_W01,LOT_A_002,1,1,COMPLETE
LOT_A_002_W02,LOT_A_002,2,2,COMPLETE
LOT_A_002_W03,LOT_A_002,3,3,COMPLETE
LOT_A_002_W04,LOT_A_002,4,4,COMPLETE
LOT_A_002_W05,LOT_A_002,5,5,COMPLETE
LOT_A_003_W01,LOT_A_003,1,1,COMPLETE
LOT_A_003_W02,LOT_A_003,2,2,COMPLETE
LOT_A_003_W03,LOT_A_003,3,3,COMPLETE
LOT_A_003_W04,LOT_A_003,4,4,COMPLETE
LOT_A_003_W05,LOT_A_003,5,5,COMPLETE
LOT_A_004_W01,LOT_A_004,1,1,COMPLETE
LOT_A_004_W02,LOT_A_004,2,2,COMPLETE
LOT_A_004_W03,LOT_A_004,3,3,COMPLETE
LOT_A_004_W04,LOT_A_004,4,4,COMPLETE
LOT_A_004_W05,LOT_A_004,5,5,COMPLETE
LOT_A_005_W01,LOT_A_005,1,1,COMPLETE
LOT_A_005_W02,LOT_A_005,2,2,COMPLETE
LOT_A_005_W03,LOT_A_005,3,3,COMPLETE
LOT_A_005_W04,LOT_A_005,4,4,COMPLETE
LOT_A_005_W05,LOT_A_005,5,5,COMPLETE
LOT_A_006_W01,LOT_A_006,1,1,COMPLETE
LOT_A_006_W02,LOT_A_006,2,2,COMPLETE
LOT_A_006_W03,LOT_A_006,3,3,COMPLETE
LOT_A_006_W04,LOT_A_006,4,4,COMPLETE
LOT_A_006_W05,LOT_A_006,5,5,COMPLETE
LOT_A_007_W01,LOT_A_007,1,1,COMPLETE
LOT_A_007_W02,LOT_A_007,2,2,COMPLETE
LOT_A_007_W03,LOT_A_007,3,3,COMPLETE
LOT_A_007_W04,LOT_A_007,4,4,COMPLETE
LOT_A_007_W05,LOT_A_007,5,5,COMPLETE
LOT_A_008_W01,LOT_A_008,1,1,COMPLETE
LOT_A_008_W02,LOT_A_008,2,2,COMPLETE
LOT_A_008_W03,LOT_A_008,3,3,COMPLETE
LOT_A_008_W04,LOT_A_008,4,4,COMPLETE
LOT_A_008_W05,LOT_A_008,5,5,COMPLETE
LOT_A_009_W01,LOT_A_009,1,1,COMPLETE
LOT_A_009_W02,LOT_A_009,2,2,COMPLETE
LOT_A_009_W03,LOT_A_009,3,3,COMPLETE
LOT_A_009_W04,LOT_A_009,4,4,COMPLETE
LOT_A_009_W05,LOT_A_009,5,5,COMPLETE
LOT_A_010_W01,LOT_A_010,1,1,COMPLETE
LOT_A_010_W02,LOT_A_010,2,2,COMPLETE
LOT_A_010_W03,LOT_A_010,3,3,COMPLETE
LOT_A_010_W04,LOT_A_010,4,4,COMPLETE
LOT_A_010_W05,LOT_A_010,5,5,COMPLETE
LOT_A_011_W01,LOT_A_011,1,1,COMPLETE
LOT_A_011_W02,LOT_A_011,2,2,COMPLETE
LOT_A_011_W03,LOT_A_011,3,3,COMPLETE
LOT_A_011_W04,LOT_A_011,4,4,COMPLETE
LOT_A_011_W05,LOT_A_011,5,5,COMPLETE
LOT_A_012_W01,LOT_A_012,1,1,COMPLETE
LOT_A_012_W02,LOT_A_012,2,2,COMPLETE
LOT_A_012_W03,LOT_A_012,3,3,COMPLETE
LOT_A_012_W04,LOT_A_012,4,4,COMPLETE
LOT_A_012_W05,LOT_A_012,5,5,COMPLETE
LOT_A_013_W01,LOT_A_013,1,1,COMPLETE
LOT_A_013_W02,LOT_A_013,2,2,COMPLETE
LOT_A_013_W03,LOT_A_013,3,3,COMPLETE
LOT_A_013_W04,LOT_A_013,4,4,COMPLETE
LOT_A_013_W05,LOT_A_013,5,5,COMPLETE
LOT_A_014_W01,LOT_A_014,1,1,COMPLETE
LOT_A_014_W02,LOT_A_014,2,2,COMPLETE
LOT_A_014_W03,LOT_A_014,3,3,COMPLETE
LOT_A_014_W04,LOT_A_014,4,4,COMPLETE
LOT_A_014_W05,LOT_A_014,5,5,COMPLETE
LOT_A_015_W01,LOT_A_015,1,1,COMPLETE
LOT_A_015_W02,LOT_A_015,2,2,COMPLETE
LOT_A_015_W03,LOT_A_015,3,3,COMPLETE
LOT_A_015_W04,LOT_A_015,4,4,COMPLETE
LOT_A_015_W05,LOT_A_015,5,5,COMPLETE
LOT_A_016_W01,LOT_A_016,1,1,COMPLETE
LOT_A_016_W02,LOT_A_016,2,2,COMPLETE
LOT_A_016_W03,LOT_A_016,3,3,COMPLETE
LOT_A_016_W04,LOT_A_016,4,4,COMPLETE
LOT_A_016_W05,LOT_A_016,5,5,COMPLETE
LOT_A_017_W01,LOT_A_017,1,1,COMPLETE
LOT_A_017_W02,LOT_A_017,2,2,COMPLETE
LOT_A_017_W03,LOT_A_017,3,3,COMPLETE
LOT_A_017_W04,LOT_A_017,4,4,COMPLETE
LOT_A_017_W05,LOT_A_017,5,5,COMPLETE
LOT_A_018_W01,LOT_A_018,1,1,COMPLETE
LOT_A_018_W02,LOT_A_018,2,2,COMPLETE
LOT_A_018_W03,LOT_A_018,3,3,COMPLETE
LOT_A_018_W04,LOT_A_018,4,4,COMPLETE
LOT_A_018_W05,LOT_A_018,5,5,COMPLETE
LOT_A_019_W01,LOT_A_019,1,1,COMPLETE
LOT_A_019_W02,LOT_A_019,2,2,COMPLETE
LOT_A_019_W03,LOT_A_019,3,3,COMPLETE
LOT_A_019_W04,LOT_A_019,4,4,COMPLETE
LOT_A_019_W05,LOT_A_019,5,5,COMPLETE
LOT_A_020_W01,LOT_A_020,1,1,COMPLETE
LOT_A_020_W02,LOT_A_020,2,2,COMPLETE
LOT_A_020_W03,LOT_A_020,3,3,COMPLETE
LOT_A_020_W04,LOT_A_020,4,4,COMPLETE
LOT_A_020_W05,LOT_A_020,5,5,COMPLETE
