lot_id,wafer_id,operation_no,equipment_id,chamber_id,recipe_id,recipe_version,executed_at
LOT_N_002,LOT_N_002_W01,5240,CVD_W_01,CVD_W_01_CH01,W_CVD_FILL_40N,R05,2026-07-03T14:00:00+00:00
LOT_N_002,LOT_N_002_W01,5300,CMP_W_01,CMP_W_01_CH01,W_CMP_40N,R09,2026-07-03T17:00:00+00:00
LOT_N_002,LOT_N_002_W01,5310,WET_MOL_01,WET_MOL_01_CH01,POST_W_CMP_CLEAN_40N,R01,2026-07-03T20:00:00+00:00
LOT_N_002,LOT_N_002_W01,6000,CVD_LOWK_01,CVD_LOWK_01_CH01,LOWK_IMD_DEP_40N,R01,2026-07-03T23:00:00+00:00
LOT_N_002,LOT_N_002_W01,6100,CMP_IMD_01,CMP_IMD_01_CH04,IMD_CMP_40N,R02,2026-07-04T02:00:00+00:00
LOT_N_002,LOT_N_002_W01,6110,WET_BEOL_01,WET_BEOL_01_CH01,POST_IMD_CMP_CLEAN_40N,R01,2026-07-04T05:00:00+00:00
LOT_N_002,LOT_N_002_W01,6200,LITHO_CU_01,LITHO_CU_01_CH01,CU_LITHO_40N,R03,2026-07-04T08:00:00+00:00
LOT_N_002,LOT_N_002_W01,6210,ETCH_CU_01,ETCH_CU_01_CH01,CU_ETCH_40N,R04,2026-07-04T11:00:00+00:00
LOT_N_002,LOT_N_002_W01,6220,WET_BEOL_01,WET_BEOL_01_CH01,PRE_CU_CLEAN_40N,R01,2026-07-04T14:00:00+00:00
LOT_N_002,LOT_N_002_W01,6230,PVD_CUSEED_01,PVD_CUSEED_01_CH01,CU_BARRIER_SEED_40N,R06,2026-07-04T17:00:00+00:00
LOT_N_002,LOT_N_002_W01,6240,ECP_CU_01,ECP_CU_01_CH01,CU_ECP_FILL_40N,R11,2026-07-04T20:00:00+00:00
LOT_N_002,LOT_N_002_W01,6400,CMP_CU02,CMP_CU02_CH01,CU_CMP_40N,R18,2026-07-04T23:00:00+00:00
LOT_N_002,LOT_N_002_W01,6410,WET_BEOL_01,WET_BEOL_01_CH01,POST_CU_CMP_CLEAN_40N,R01,2026-07-05T02:00:00+00:00
LOT_N_002,LOT_N_002_W01,6500,KLA_INSPECT_01,KLA_INSPECT_01_CH01,KLA_CU_INSPECT,R02,2026-07-05T05:00:00+00:00
LOT_N_002,LOT_N_002_W01,9000,WAT_TEST_01,WAT_TEST_01_CH01,WAT_40N_SOC,R05,2026-07-05T08:00:00+00:00
LOT_N_003,LOT_N_003_W01,1000,WET_FEOL_01,WET_FEOL_01_CH01,WET_CLEAN_40N,R01,2026-07-01T20:00:00+00:00
LOT_N_003,LOT_N_003_W01,1100,FURNACE_DIFF_01,FURNACE_DIFF_01_CH01,DIFFUSION_OX_40N,R02,2026-07-01T23:00:00+00:00
LOT_N_003,LOT_N_003_W01,1200,CVD_STI_01,CVD_STI_01_CH01,THINFILM_NITRIDE_40N,R04,2026-07-02T02:00:00+00:00
LOT_N_003,LOT_N_003_W01,1300,LITHO_STI_01,LITHO_STI_01_CH01,STI_LITHO_40N,R01,2026-07-02T05:00:00+00:00
LOT_N_003,LOT_N_003_W01,1400,ETCH_STI_01,ETCH_STI_01_CH01,STI_ETCH_40N,R06,2026-07-02T08:00:00+00:00
LOT_N_003,LOT_N_003_W01,1450,CVD_STI_01,CVD_STI_01_CH01,STI_OX_FILL_40N,R08,2026-07-02T11:00:00+00:00
LOT_N_003,LOT_N_003_W01,1500,CMP_STI_01,CMP_STI_01_CH02,STI_CMP_40N,R03,2026-07-02T14:00:00+00:00
LOT_N_003,LOT_N_003_W01,1510,WET_FEOL_01,WET_FEOL_01_CH01,POST_STI_CMP_CLEAN_40N,R01,2026-07-02T17:00:00+00:00
LOT_N_003,LOT_N_003_W01,5000,CVD_ILD_01,CVD_ILD_01_CH01,ILD_DEP_40N,R01,2026-07-02T20:00:00+00:00
LOT_N_003,LOT_N_003_W01,5100,CMP_ILD_01,CMP_ILD_01_CH03,ILD_CMP_40N,R02,2026-07-02T23:00:00+00:00
LOT_N_003,LOT_N_003_W01,5110,WET_MOL_01,WET_MOL_01_CH01,POST_ILD_CMP_CLEAN_40N,R01,2026-07-03T02:00:00+00:00
LOT_N_003,LOT_N_003_W01,5200,LITHO_CONTACT_01,LITHO_CONTACT_01_CH01,CONTACT_LITHO_40N,R03,2026-07-03T05:00:00+00:00
LOT_N_003,LOT_N_003_W01,5210,ETCH_CONTACT_01,ETCH_CONTACT_01_CH01,CONTACT_ETCH_40N,R07,2026-07-03T08:00:00+00:00
LOT_N_003,LOT_N_003_W01,5220,WET_MOL_01,WET_MOL_01_CH01,PRE_W_CLEAN_40N,R01,2026-07-03T11:00:00+00:00
LOT_N_003,LOT_N_003_W01,5230,PVD_WLINER_01,PVD_WLINER_01_CH01,W_BARRIER_LINER_40N,R04,2026-07-03T14:00:00+00:00
LOT_N_003,LOT_N_003_W01,5240,CVD_W_01,CVD_W_01_CH01,W_CVD_FILL_40N,R05,2026-07-03T17:00:00+00:00
LOT_N_003,LOT_N_003_W01,5300,CMP_W_01,CMP_W_01_CH01,W_CMP_40N,R09,2026-07-03T20:00:00+00:00
LOT_N_003,LOT_N_003_W01,5310,WET_MOL_01,WET_MOL_01_CH01,POST_W_CMP_CLEAN_40N,R01,2026-07-03T23:00:00+00:00
LOT_N_003,LOT_N_003_W01,6000,CVD_LOWK_01,CVD_LOWK_01_CH01,LOWK_IMD_DEP_40N,R01,2026-07-04T02:00:00+00:00
LOT_N_003,LOT_N_003_W01,6100,CMP_IMD_01,CMP_IMD_01_CH03,IMD_CMP_40N,R02,2026-07-04T05:00:00+00:00
LOT_N_003,LOT_N_003_W01,6110,WET_BEOL_01,WET_BEOL_01_CH01,POST_IMD_CMP_CLEAN_40N,R01,2026-07-04T08:00:00+00:00
LOT_N_003,LOT_N_003_W01,6200,LITHO_CU_01,LITHO_CU_01_CH01,CU_LITHO_40N,R03,2026-07-04T11:00:00+00:00
LOT_N_003,LOT_N_003_W01,6210,ETCH_CU_01,ETCH_CU_01_CH01,CU_ETCH_40N,R04,2026-07-04T14:00:00+00:00
LOT_N_003,LOT_N_003_W01,6220,WET_BEOL_01,WET_BEOL_01_CH01,PRE_CU_CLEAN_40N,R01,2026-07-04T17:00:00+00:00
LOT_N_003,LOT_N_003_W01,6230,PVD_CUSEED_01,PVD_CUSEED_01_CH01,CU_BARRIER_SEED_40N,R06,2026-07-04T20:00:00+00:00
LOT_N_003,LOT_N_003_W01,6240,ECP_CU_01,ECP_CU_01_CH01,CU_ECP_FILL_40N,R11,2026-07-04T23:00:00+00:00
LOT_N_003,LOT_N_003_W01,6400,CMP_CU02,CMP_CU02_CH01,CU_CMP_40N,R18,2026-07-05T02:00:00+00:00
LOT_N_003,LOT_N_003_W01,6410,WET_BEOL_01,WET_BEOL_01_CH01,POST_CU_CMP_CLEAN_40N,R01,2026-07-05T05:00:00+00:00
LOT_N_003,LOT_N_003_W01,6500,KLA_INSPECT_01,KLA_INSPECT_01_CH01,KLA_CU_INSPECT,R02,2026-07-05T08:00:00+00:00
LOT_N_003,LOT_N_003_W01,9000,WAT_TEST_01,WAT_TEST_01_CH01,WAT_40N_SOC,R05,2026-07-05T11:00:00+00:00
LOT_N_004,LOT_N_004_W01,1000,WET_FEOL_01,WET_FEOL_01_CH01,WET_CLEAN_40N,R01,2026-07-01T23:00:00+00:00
LOT_N_004,LOT_N_004_W01,1100,FURNACE_DIFF_01,FURNACE_DIFF_01_CH01,DIFFUSION_OX_40N,R02,2026-07-02T02:00:00+00:00
LOT_N_004,LOT_N_004_W01,1200,CVD_STI_01,CVD_STI_01_CH01,THINFILM_NITRIDE_40N,R04,2026-07-02T05:00:00+00:00
LOT_N_004,LOT_N_004_W01,1300,LITHO_STI_01,LITHO_STI_01_CH01,STI_LITHO_40N,R01,2026-07-02T08:00:00+00:00
LOT_N_004,LOT_N_004_W01,1400,ETCH_STI_01,ETCH_STI_01_CH01,STI_ETCH_40N,R06,2026-07-02T11:00:00+00:00
LOT_N_004,LOT_N_004_W01,1450,CVD_STI_01,CVD_STI_01_CH01,STI_OX_FILL_40N,R08,2026-07-02T14:00:00+00:00
LOT_N_004,LOT_N_004_W01,1500,CMP_STI_01,CMP_STI_01_CH04,STI_CMP_40N,R03,2026-07-02T17:00:00+00:00
LOT_N_004,LOT_N_004_W01,1510,WET_FEOL_01,WET_FEOL_01_CH01,POST_STI_CMP_CLEAN_40N,R01,2026-07-02T20:00:00+00:00
LOT_N_004,LOT_N_004_W01,5000,CVD_ILD_01,CVD_ILD_01_CH01,ILD_DEP_40N,R01,2026-07-02T23:00:00+00:00
LOT_N_004,LOT_N_004_W01,5100,CMP_ILD_01,CMP_ILD_01_CH04,ILD_CMP_40N,R02,2026-07-03T02:00:00+00:00
LOT_N_004,LOT_N_004_W01,5110,WET_MOL_01,WET_MOL_01_CH01,POST_ILD_CMP_CLEAN_40N,R01,2026-07-03T05:00:00+00:00
LOT_N_004,LOT_N_004_W01,5200,LITHO_CONTACT_01,LITHO_CONTACT_01_CH01,CONTACT_LITHO_40N,R03,2026-07-03T08:00:00+00:00
LOT_N_004,LOT_N_004_W01,5210,ETCH_CONTACT_01,ETCH_CONTACT_01_CH01,CONTACT_ETCH_40N,R07,2026-07-03T11:00:00+00:00
LOT_N_004,LOT_N_004_W01,5220,WET_MOL_01,WET_MOL_01_CH01,PRE_W_CLEAN_40N,R01,2026-07-03T14:00:00+00:00
LOT_N_004,LOT_N_004_W01,5230,PVD_WLINER_01,PVD_WLINER_01_CH01,W_BARRIER_LINER_40N,R04,2026-07-03T17:00:00+00:00
LOT_N_004,LOT_N_004_W01,5240,CVD_W_01,CVD_W_01_CH01,W_CVD_FILL_40N,R05,2026-07-03T20:00:00+00:00
LOT_N_004,LOT_N_004_W01,5300,CMP_W_01,CMP_W_01_CH01,W_CMP_40N,R09,2026-07-03T23:00:00+00:00
LOT_N_004,LOT_N_004_W01,5310,WET_MOL_01,WET_MOL_01_CH01,POST_W_CMP_CLEAN_40N,R01,2026-07-04T02:00:00+00:00
LOT_N_004,LOT_N_004_W01,6000,CVD_LOWK_01,CVD_LOWK_01_CH01,LOWK_IMD_DEP_40N,R01,2026-07-04T05:00:00+00:00
LOT_N_004,LOT_N_004_W01,6100,CMP_IMD_01,CMP_IMD_01_CH01,IMD_CMP_40N,R02,2026-07-04T08:00:00+00:00
LOT_N_004,LOT_N_004_W01,6110,WET_BEOL_01,WET_BEOL_01_CH01,POST_IMD_CMP_CLEAN_40N,R01,2026-07-04T11:00:00+00:00
LOT_N_004,LOT_N_004_W01,6200,LITHO_CU_01,LITHO_CU_01_CH01,CU_LITHO_40N,R03,2026-07-04T14:00:00+00:00
LOT_N_004,LOT_N_004_W01,6210,ETCH_CU_01,ETCH_CU_01_CH01,CU_ETCH_40N,R04,2026-07-04T17:00:00+00:00
LOT_N_004,LOT_N_004_W01,6220,WET_BEOL_01,WET_BEOL_01_CH01,PRE_CU_CLEAN_40N,R01,2026-07-04T20:00:00+00:00
LOT_N_004,LOT_N_004_W01,6230,PVD_CUSEED_01,PVD_CUSEED_01_CH01,CU_BARRIER_SEED_40N,R06,2026-07-04T23:00:00+00:00
LOT_N_004,LOT_N_004_W01,6240,ECP_CU_01,ECP_CU_01_CH01,CU_ECP_FILL_40N,R11,2026-07-05T02:00:00+00:00
LOT_N_004,LOT_N_004_W01,6400,CMP_CU03,CMP_CU03_CH03,CU_CMP_40N,R18,2026-07-05T05:00:00+00:00
LOT_N_004,LOT_N_004_W01,6410,WET_BEOL_01,WET_BEOL_01_CH01,POST_CU_CMP_CLEAN_40N,R01,2026-07-05T08:00:00+00:00
LOT_N_004,LOT_N_004_W01,6500,KLA_INSPECT_01,KLA_INSPECT_01_CH01,KLA_CU_INSPECT,R02,2026-07-05T11:00:00+00:00
LOT_N_004,LOT_N_004_W01,9000,WAT_TEST_01,WAT_TEST_01_CH01,WAT_40N_SOC,R05,2026-07-05T14:00:00+00:00
LOT_N_005,LOT_N_005_W01,1000,WET_FEOL_01,WET_FEOL_01_CH01,WET_CLEAN_40N,R01,2026-07-02T02:00:00+00:00
LOT_N_005,LOT_N_005_W01,1100,FURNACE_DIFF_01,FURNACE_DIFF_01_CH01,DIFFUSION_OX_40N,R02,2026-07-02T05:00:00+00:00
LOT_N_005,LOT_N_005_W01,1200,CVD_STI_01,CVD_STI_01_CH01,THINFILM_NITRIDE_40N,R04,2026-07-02T08:00:00+00:00
LOT_N_005,LOT_N_005_W01,1300,LITHO_STI_01,LITHO_STI_01_CH01,STI_LITHO_40N,R01,2026-07-02T11:00:00+00:00
LOT_N_005,LOT_N_005_W01,1400,ETCH_STI_01,ETCH_STI_01_CH01,STI_ETCH_40N,R06,2026-07-02T14:00:00+00:00
LOT_N_005,LOT_N_005_W01,1450,CVD_STI_01,CVD_STI_01_CH01,STI_OX_FILL_40N,R08,2026-07-02T17:00:00+00:00
LOT_N_005,LOT_N_005_W01,1500,CMP_STI_01,CMP_STI_01_CH04,STI_CMP_40N,R03,2026-07-02T20:00:00+00:00
LOT_N_005,LOT_N_005_W01,1510,WET_FEOL_01,WET_FEOL_01_CH01,POST_STI_CMP_CLEAN_40N,R01,2026-07-02T23:00:00+00:00
LOT_N_005,LOT_N_005_W01,5000,CVD_ILD_01,CVD_ILD_01_CH01,ILD_DEP_40N,R01,2026-07-03T02:00:00+00:00
LOT_N_005,LOT_N_005_W01,5100,CMP_ILD_01,CMP_ILD_01_CH04,ILD_CMP_40N,R02,2026-07-03T05:00:00+00:00
LOT_N_005,LOT_N_005_W01,5110,WET_MOL_01,WET_MOL_01_CH01,POST_ILD_CMP_CLEAN_40N,R01,2026-07-03T08:00:00+00:00
LOT_N_005,LOT_N_005_W01,5200,LITHO_CONTACT_01,LITHO_CONTACT_01_CH01,CONTACT_LITHO_40N,R03,2026-07-03T11:00:00+00:00
LOT_N_005,LOT_N_005_W01,5210,ETCH_CONTACT_01,ETCH_CONTACT_01_CH01,CONTACT_ETCH_40N,R07,2026-07-03T14:00:00+00:00
LOT_N_005,LOT_N_005_W01,5220,WET_MOL_01,WET_MOL_01_CH01,PRE_W_CLEAN_40N,R01,2026-07-03T17:00:00+00:00
LOT_N_005,LOT_N_005_W01,5230,PVD_WLINER_01,PVD_WLINER_01_CH01,W_BARRIER_LINER_40N,R04,2026-07-03T20:00:00+00:00
LOT_N_005,LOT_N_005_W01,5240,CVD_W_01,CVD_W_01_CH01,W_CVD_FILL_40N,R05,2026-07-03T23:00:00+00:00
LOT_N_005,LOT_N_005_W01,5300,CMP_W_01,CMP_W_01_CH01,W_CMP_40N,R09,2026-07-04T02:00:00+00:00
LOT_N_005,LOT_N_005_W01,5310,WET_MOL_01,WET_MOL_01_CH01,POST_W_CMP_CLEAN_40N,R01,2026-07-04T05:00:00+00:00
LOT_N_005,LOT_N_005_W01,6000,CVD_LOWK_01,CVD_LOWK_01_CH01,LOWK_IMD_DEP_40N,R01,2026-07-04T08:00:00+00:00
LOT_N_005,LOT_N_005_W01,6100,CMP_IMD_01,CMP_IMD_01_CH03,IMD_CMP_40N,R02,2026-07-04T11:00:00+00:00
LOT_N_005,LOT_N_005_W01,6110,WET_BEOL_01,WET_BEOL_01_CH01,POST_IMD_CMP_CLEAN_40N,R01,2026-07-04T14:00:00+00:00
LOT_N_005,LOT_N_005_W01,6200,LITHO_CU_01,LITHO_CU_01_CH01,CU_LITHO_40N,R03,2026-07-04T17:00:00+00:00
LOT_N_005,LOT_N_005_W01,6210,ETCH_CU_01,ETCH_CU_01_CH01,CU_ETCH_40N,R04,2026-07-04T20:00:00+00:00
LOT_N_005,LOT_N_005_W01,6220,WET_BEOL_01,WET_BEOL_01_CH01,PRE_CU_CLEAN_40N,R01,2026-07-04T23:00:00+00:00
LOT_N_005,LOT_N_005_W01,6230,PVD_CUSEED_01,PVD_CUSEED_01_CH01,CU_BARRIER_SEED_40N,R06,2026-07-05T02:00:00+00:00
LOT_N_005,LOT_N_005_W01,6240,ECP_CU_01,ECP_CU_01_CH01,CU_ECP_FILL_40N,R11,2026-07-05T05:00:00+00:00
LOT_N_005,LOT_N_005_W01,6400,CMP_CU03,CMP_CU03_CH04,CU_CMP_40N,R18,2026-07-05T08:00:00+00:00
LOT_N_005,LOT_N_005_W01,6410,WET_BEOL_01,WET_BEOL_01_CH01,POST_CU_CMP_CLEAN_40N,R01,2026-07-05T11:00:00+00:00
LOT_N_005,LOT_N_005_W01,6500,KLA_INSPECT_01,KLA_INSPECT_01_CH01,KLA_CU_INSPECT,R02,2026-07-05T14:00:00+00:00
LOT_N_005,LOT_N_005_W01,9000,WAT_TEST_01,WAT_TEST_01_CH01,WAT_40N_SOC,R05,2026-07-05T17:00:00+00:00
LOT_N_006,LOT_N_006_W01,1000,WET_FEOL_01,WET_FEOL_01_CH01,WET_CLEAN_40N,R01,2026-07-02T05:00:00+00:00
LOT_N_006,LOT_N_006_W01,1100,FURNACE_DIFF_01,FURNACE_DIFF_01_CH01,DIFFUSION_OX_40N,R02,2026-07-02T08:00:00+00:00
LOT_N_006,LOT_N_006_W01,1200,CVD_STI_01,CVD_STI_01_CH01,THINFILM_NITRIDE_40N,R04,2026-07-02T11:00:00+00:00
LOT_N_006,LOT_N_006_W01,1300,LITHO_STI_01,LITHO_STI_01_CH01,STI_LITHO_40N,R01,2026-07-02T14:00:00+00:00
LOT_N_006,LOT_N_006_W01,1400,ETCH_STI_01,ETCH_STI_01_CH01,STI_ETCH_40N,R06,2026-07-02T17:00:00+00:00
LOT_N_006,LOT_N_006_W01,1450,CVD_STI_01,CVD_STI_01_CH01,STI_OX_FILL_40N,R08,2026-07-02T20:00:00+00:00
LOT_N_006,LOT_N_006_W01,1500,CMP_STI_01,CMP_STI_01_CH03,STI_CMP_40N,R03,2026-07-02T23:00:00+00:00
LOT_N_006,LOT_N_006_W01,1510,WET_FEOL_01,WET_FEOL_01_CH01,POST_STI_CMP_CLEAN_40N,R01,2026-07-03T02:00:00+00:00
LOT_N_006,LOT_N_006_W01,5000,CVD_ILD_01,CVD_ILD_01_CH01,ILD_DEP_40N,R01,2026-07-03T05:00:00+00:00
LOT_N_006,LOT_N_006_W01,5100,CMP_ILD_01,CMP_ILD_01_CH04,ILD_CMP_40N,R02,2026-07-03T08:00:00+00:00
LOT_N_006,LOT_N_006_W01,5110,WET_MOL_01,WET_MOL_01_CH01,POST_ILD_CMP_CLEAN_40N,R01,2026-07-03T11:00:00+00:00
LOT_N_006,LOT_N_006_W01,5200,LITHO_CONTACT_01,LITHO_CONTACT_01_CH01,CONTACT_LITHO_40N,R03,2026-07-03T14:00:00+00:00
LOT_N_006,LOT_N_006_W01,5210,ETCH_CONTACT_01,ETCH_CONTACT_01_CH01,CONTACT_ETCH_40N,R07,2026-07-03T17:00:00+00:00
LOT_N_006,LOT_N_006_W01,5220,WET_MOL_01,WET_MOL_01_CH01,PRE_W_CLEAN_40N,R01,2026-07-03T20:00:00+00:00
LOT_N_006,LOT_N_006_W01,5230,PVD_WLINER_01,PVD_WLINER_01_CH01,W_BARRIER_LINER_40N,R04,2026-07-03T23:00:00+00:00
LOT_N_006,LOT_N_006_W01,5240,CVD_W_01,CVD_W_01_CH01,W_CVD_FILL_40N,R05,2026-07-04T02:00:00+00:00
LOT_N_006,LOT_N_006_W01,5300,CMP_W_01,CMP_W_01_CH01,W_CMP_40N,R09,2026-07-04T05:00:00+00:00
LOT_N_006,LOT_N_006_W01,5310,WET_MOL_01,WET_MOL_01_CH01,POST_W_CMP_CLEAN_40N,R01,2026-07-04T08:00:00+00:00
LOT_N_006,LOT_N_006_W01,6000,CVD_LOWK_01,CVD_LOWK_01_CH01,LOWK_IMD_DEP_40N,R01,2026-07-04T11:00:00+00:00
LOT_N_006,LOT_N_006_W01,6100,CMP_IMD_01,CMP_IMD_01_CH02,IMD_CMP_40N,R02,2026-07-04T14:00:00+00:00
LOT_N_006,LOT_N_006_W01,6110,WET_BEOL_01,WET_BEOL_01_CH01,POST_IMD_CMP_CLEAN_40N,R01,2026-07-04T17:00:00+00:00
LOT_N_006,LOT_N_006_W01,6200,LITHO_CU_01,LITHO_CU_01_CH01,CU_LITHO_40N,R03,2026-07-04T20:00:00+00:00
LOT_N_006,LOT_N_006_W01,6210,ETCH_CU_01,ETCH_CU_01_CH01,CU_ETCH_40N,R04,2026-07-04T23:00:00+00:00
LOT_N_006,LOT_N_006_W01,6220,WET_BEOL_01,WET_BEOL_01_CH01,PRE_CU_CLEAN_40N,R01,2026-07-05T02:00:00+00:00
