lot_id,product_id,technology,route_id,wafer_qty,lot_type,priority,status,current_operation_no,created_at,started_at,finished_at
LOT_A_004,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-05T02:00:00+00:00,2026-07-05T14:00:00+00:00,2026-07-09T11:00:00+00:00
LOT_A_005,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-05T05:00:00+00:00,2026-07-05T17:00:00+00:00,2026-07-09T14:00:00+00:00
LOT_A_006,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-05T08:00:00+00:00,2026-07-05T20:00:00+00:00,2026-07-09T17:00:00+00:00
LOT_A_007,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-05T11:00:00+00:00,2026-07-05T23:00:00+00:00,2026-07-09T20:00:00+00:00
LOT_A_008,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-05T14:00:00+00:00,2026-07-06T02:00:00+00:00,2026-07-09T23:00:00+00:00
LOT_A_009,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-05T17:00:00+00:00,2026-07-06T05:00:00+00:00,2026-07-10T02:00:00+00:00
LOT_A_010,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-05T20:00:00+00:00,2026-07-06T08:00:00+00:00,2026-07-10T05:00:00+00:00
LOT_A_011,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-05T23:00:00+00:00,2026-07-06T11:00:00+00:00,2026-07-10T08:00:00+00:00
LOT_A_012,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-06T02:00:00+00:00,2026-07-06T14:00:00+00:00,2026-07-10T11:00:00+00:00
LOT_A_013,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-06T05:00:00+00:00,2026-07-06T17:00:00+00:00,2026-07-10T14:00:00+00:00
LOT_A_014,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-06T08:00:00+00:00,2026-07-06T20:00:00+00:00,2026-07-10T17:00:00+00:00
LOT_A_015,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-06T11:00:00+00:00,2026-07-06T23:00:00+00:00,2026-07-10T20:00:00+00:00
LOT_A_016,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-06T14:00:00+00:00,2026-07-07T02:00:00+00:00,2026-07-10T23:00:00+00:00
LOT_A_017,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-06T17:00:00+00:00,2026-07-07T05:00:00+00:00,2026-07-11T02:00:00+00:00
LOT_A_018,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-06T20:00:00+00:00,2026-07-07T08:00:00+00:00,2026-07-11T05:00:00+00:00
LOT_A_019,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-06T23:00:00+00:00,2026-07-07T11:00:00+00:00,2026-07-11T08:00:00+00:00
LOT_A_020,40N_SOC,40nm,ROUTE_40N_SOC_A,5,PRODUCTION,8,COMPLETE,9000,2026-07-07T02:00:00+00:00,2026-07-07T14:00:00+00:00,2026-07-11T11:00:00+00:00
