lot_id,wafer_id,operation_no,equipment_id,chamber_id,recipe_id,recipe_version,parameter_name,baseline_value,observed_value,delta_percent,unit,trend_slope,ooc_flag,severity,measured_at
LOT_A_004,LOT_A_004_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-08T23:15:00+00:00
LOT_A_004,LOT_A_004_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-08T23:15:00+00:00
LOT_A_005,LOT_A_005_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-09T02:15:00+00:00
LOT_A_005,LOT_A_005_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-09T02:15:00+00:00
LOT_A_006,LOT_A_006_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-09T05:15:00+00:00
LOT_A_006,LOT_A_006_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-09T05:15:00+00:00
LOT_A_007,LOT_A_007_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-09T08:15:00+00:00
LOT_A_007,LOT_A_007_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-09T08:15:00+00:00
LOT_A_008,LOT_A_008_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-09T11:15:00+00:00
LOT_A_008,LOT_A_008_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-09T11:15:00+00:00
LOT_A_009,LOT_A_009_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-09T14:15:00+00:00
LOT_A_009,LOT_A_009_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-09T14:15:00+00:00
LOT_A_010,LOT_A_010_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-09T17:15:00+00:00
LOT_A_010,LOT_A_010_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-09T17:15:00+00:00
LOT_A_011,LOT_A_011_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-09T20:15:00+00:00
LOT_A_011,LOT_A_011_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-09T20:15:00+00:00
LOT_A_012,LOT_A_012_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-09T23:15:00+00:00
LOT_A_012,LOT_A_012_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-09T23:15:00+00:00
LOT_A_013,LOT_A_013_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-10T02:15:00+00:00
LOT_A_013,LOT_A_013_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-10T02:15:00+00:00
LOT_A_014,LOT_A_014_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-10T05:15:00+00:00
LOT_A_014,LOT_A_014_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-10T05:15:00+00:00
LOT_A_015,LOT_A_015_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-10T08:15:00+00:00
LOT_A_015,LOT_A_015_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-10T08:15:00+00:00
LOT_A_016,LOT_A_016_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-10T11:15:00+00:00
LOT_A_016,LOT_A_016_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-10T11:15:00+00:00
LOT_A_017,LOT_A_017_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-10T14:15:00+00:00
LOT_A_017,LOT_A_017_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-10T14:15:00+00:00
LOT_A_018,LOT_A_018_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-10T17:15:00+00:00
LOT_A_018,LOT_A_018_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-10T17:15:00+00:00
LOT_A_019,LOT_A_019_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-10T20:15:00+00:00
LOT_A_019,LOT_A_019_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-10T20:15:00+00:00
LOT_A_020,LOT_A_020_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,slurry_flow,150.0,132.0,-12.0,ml/min,-0.8,true,HIGH,2026-07-10T23:15:00+00:00
LOT_A_020,LOT_A_020_W01,6400,CMP_CU03,CMP_CU03_CH02,CU_CMP_40N,R18,endpoint_time,90.0,105.0,16.7,s,0.6,true,HIGH,2026-07-10T23:15:00+00:00
